OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
midwife;healthcare > midwife;A Midwife, a health professional who cares for mothers and newborns around childbirth.;['maternity clinic', 'obstetrician gynecologist obgyn', 'child care service', 'nursing home', 'nurse', 'healthcare professional', 'geriatric doctor', 'daycare', 'pediatrician', 'assisted living service', 'childrens hospital', 'womens health clinic', 'family medicine doctor', 'home health care service', 'hospice', 'doctors office', 'urgent care center', 'physician', 'health beauty service', 'anesthesiologist'];[0.5954864025115967, 0.4664286971092224, 0.4185052812099457, 0.4043084979057312, 0.3912144899368286, 0.37680548429489136, 0.3739519715309143, 0.36836618185043335, 0.3677452802658081, 0.34782785177230835, 0.33979517221450806, 0.32788658142089844, 0.3267132043838501, 0.32497239112854004, 0.32272452116012573, 0.3056892156600952, 0.29956337809562683, 0.296021044254303, 0.29186075925827026, 0.2837814688682556];maternity clinic;A Midwife, a health professional who cares for mothers and newborns around childbirth.;health medicine > maternity clinic;maternity clinic;1;1;1;1;healthcare;healthcare > midwife
nurse;healthcare > nurse;Nursing. A facility where some nurses may receive their patients.;['nurse', 'nursing home', 'healthcare clinic', 'hospital unit', 'hospital', 'childrens hospital', 'urgent care center', 'womens health clinic', 'emergency room', 'assisted living service', 'mental health clinic', 'physical therapy clinic', 'maternity clinic', 'mental health service', 'medical center', 'home health care service', 'doctors office', 'hospice', 'obstetrician gynecologist obgyn', 'healthcare professional'];[0.6028141975402832, 0.5793090462684631, 0.4046271741390228, 0.40291866660118103, 0.3823767900466919, 0.359798789024353, 0.3576313555240631, 0.3496342897415161, 0.34529000520706177, 0.34488213062286377, 0.3423733115196228, 0.33322247862815857, 0.33292436599731445, 0.332608699798584, 0.3236636221408844, 0.3234412670135498, 0.31121307611465454, 0.3062036633491516, 0.3043212890625, 0.3036765456199646];nurse;Nursing. A facility where some nurses may receive their patients.;health medicine > nurse;nurse;1;1;1;1;healthcare;healthcare > nurse
occupational therapist;healthcare > occupational therapist;Someone who practices occupational therapy but is not a medical practitioner.;['physician', 'pathologist', 'healthcare professional', 'psychiatrist', 'neurologist', 'respiratory doctor', 'geriatric doctor', 'family medicine doctor', 'dermatologist', 'doctors office', 'psychologist', 'orthopedic surgeon', 'internal medicine doctor', 'ophthalmologist', 'general surgeon', 'anesthesiologist', 'cardiologist', 'radiologist', 'nurse', 'pediatrician'];[0.5358986258506775, 0.5338072776794434, 0.5270391702651978, 0.5251322388648987, 0.5221757888793945, 0.5085727572441101, 0.5064252614974976, 0.49714744091033936, 0.49223074316978455, 0.49189794063568115, 0.4883202910423279, 0.48671120405197144, 0.48541051149368286, 0.4847829043865204, 0.48460519313812256, 0.4668692946434021, 0.46258658170700073, 0.4590778350830078, 0.4482421278953552, 0.4475935101509094];healthcare professional;Someone who practices occupational therapy but is not a medical practitioner.;health medicine > healthcare professional;healthcare professional;1;1;0;1;healthcare;healthcare > occupational therapist
optometrist;healthcare > optometrist;"Optometrist; If linked with a shop please use shop=optician instead.";['optometrist', 'eyecare store', 'ophthalmologist', 'machine shop', 'medical supply store', 'sunglasses store', 'barbershop', 'tailor', 'fashion accessories store', 'shoe store', 'shoe repair service', 'womens store', 'tire repair shop', 'mens store', 'boutique', 'watch store', 'industrial equipment supplier', 'hair salon', 'motorcycle repair shop', 'pharmacy'];[0.7431681752204895, 0.5534138679504395, 0.4804735481739044, 0.43882420659065247, 0.43849897384643555, 0.4355134963989258, 0.42827165126800537, 0.42516660690307617, 0.4244508147239685, 0.4239545464515686, 0.422604501247406, 0.4209597706794739, 0.420662522315979, 0.413484662771225, 0.4106007218360901, 0.4101294279098511, 0.4065127372741699, 0.4062350392341614, 0.40072810649871826, 0.3998640775680542];optometrist;"Optometrist; If linked with a shop please use shop=optician instead.";health medicine > optometrist;optometrist;1;1;1;1;healthcare;healthcare > optometrist
physiotherapist;healthcare > physiotherapist;Someone who practices physical therapy (or kinesiotherapy in French-speaking countries) but is not a medical practitioner.;['physician', 'healthcare professional', 'orthopedic surgeon', 'pathologist', 'physical therapy clinic', 'psychiatrist', 'chiropractor', 'neurologist', 'family medicine doctor', 'urologist', 'nutritionist', 'general surgeon', 'respiratory doctor', 'nurse', 'anesthesiologist', 'doctors office', 'pediatrician', 'geriatric doctor', 'health medicine', 'internal medicine doctor'];[0.5606793165206909, 0.5538341999053955, 0.5521281957626343, 0.5394786596298218, 0.5378506183624268, 0.5151612758636475, 0.5134577751159668, 0.5102993249893188, 0.5061767101287842, 0.49995145201683044, 0.4975125193595886, 0.49607396125793457, 0.4869754910469055, 0.48118850588798523, 0.4800967574119568, 0.4718140959739685, 0.4668726921081543, 0.4613061547279358, 0.4578847885131836, 0.4577192962169647];physical therapy clinic;Someone who practices physical therapy (or kinesiotherapy in French-speaking countries) but is not a medical practitioner.;health medicine > physical therapy clinic;physical therapy clinic;1;1;0;1;healthcare;healthcare > physiotherapist
podiatrist;healthcare > podiatrist;Someone who practices podiatry but is not a Physician on Wikipedia.;['podiatrist', 'orthopedic surgeon', 'urologist', 'pathologist', 'anesthesiologist', 'gastroenterologist', 'general surgeon', 'physician', 'doctors office', 'plastic surgeon', 'dermatologist', 'psychiatrist', 'shoe repair service', 'pediatrician', 'radiologist', 'internal medicine doctor', 'geriatric doctor', 'cardiologist', 'ear nose throat doctor', 'family medicine doctor'];[0.8259850740432739, 0.5060948729515076, 0.4894355535507202, 0.48154211044311523, 0.4791312515735626, 0.47642022371292114, 0.46952980756759644, 0.43600326776504517, 0.4281163215637207, 0.42662203311920166, 0.4261484444141388, 0.4181860387325287, 0.4163399338722229, 0.4155721664428711, 0.40677371621131897, 0.4042629897594452, 0.4026796817779541, 0.4026679992675781, 0.3986692428588867, 0.3984924554824829];podiatrist;Someone who practices podiatry but is not a Physician on Wikipedia.;health medicine > podiatrist;podiatrist;1;1;1;1;healthcare;healthcare > podiatrist
psychotherapist;healthcare > psychotherapist;Someone who practices psychotherapy but is not a Physician on Wikipedia.;['psychiatrist', 'psychologist', 'pathologist', 'neurologist', 'mental health service', 'physician', 'mental health clinic', 'urologist', 'anesthesiologist', 'healthcare professional', 'oncologist', 'geriatric doctor', 'respiratory doctor', 'general surgeon', 'pediatrician', 'ophthalmologist', 'doctors office', 'dermatologist', 'family medicine doctor', 'internal medicine doctor'];[0.712358832359314, 0.6992017030715942, 0.6303352117538452, 0.6005147099494934, 0.5959400534629822, 0.5625898838043213, 0.5605676174163818, 0.5459636449813843, 0.5402793288230896, 0.5285011529922485, 0.5257349610328674, 0.5238467454910278, 0.5046923160552979, 0.5039769411087036, 0.5037733316421509, 0.49862366914749146, 0.4933478832244873, 0.49119067192077637, 0.4904535412788391, 0.48938989639282227];psychologist;Someone who practices psychotherapy but is not a Physician on Wikipedia.;health medicine > mental health service > psychologist;psychologist;1;1;0;1;healthcare;healthcare > psychotherapist
rehabilitation;healthcare > rehabilitation;"Medical rehabilitation facility; should not be used for a wellness clinic or hotel.";['rehabilitation center', 'physical therapy clinic', 'healthcare clinic', 'massage clinic', 'hospital', 'mental health clinic', 'sports medicine clinic', 'alternative medicine clinic', 'hospital unit', 'acupuncture clinic', 'womens health clinic', 'bath house', 'health beauty service', 'yoga studio', 'medical center', 'mental health service', 'nursing home', 'hotel', 'recycling facility', 'inn'];[0.6202223300933838, 0.5927178859710693, 0.5906787514686584, 0.5455021858215332, 0.5378459692001343, 0.531303882598877, 0.5212801694869995, 0.5104034543037415, 0.4959781765937805, 0.48939937353134155, 0.47507166862487793, 0.4706198275089264, 0.4704328179359436, 0.4702697992324829, 0.4702111482620239, 0.4679604768753052, 0.4679591953754425, 0.46794822812080383, 0.4671928882598877, 0.4664155840873718];rehabilitation center;"Medical rehabilitation facility; should not be used for a wellness clinic or hotel.";community government > rehabilitation center;rehabilitation center;1;1;1;1;healthcare;healthcare > rehabilitation
sample collection;healthcare > sample collection;Site or dedicated healthcare facility where samples of blood/urine/etc are obtained or collected for purpose of analysing them for healthcare diagnostics.;['blood bank', 'healthcare clinic', 'medical lab', 'hospital', 'medical center', 'hospital unit', 'womens health clinic', 'home health care service', 'maternity clinic', 'alternative medicine clinic', 'aids resource', 'medical supply store', 'nursing home', 'childrens hospital', 'sports medicine clinic', 'doctors office', 'health medicine', 'nurse', 'physical therapy clinic', 'physician'];[0.5856420397758484, 0.47567301988601685, 0.45835235714912415, 0.4533539414405823, 0.4474579691886902, 0.4274343252182007, 0.4240514934062958, 0.4134220778942108, 0.4088333249092102, 0.4083259701728821, 0.40231484174728394, 0.395705908536911, 0.3871781826019287, 0.3863261342048645, 0.3780219256877899, 0.37662625312805176, 0.360159695148468, 0.35061049461364746, 0.34645724296569824, 0.33971360325813293];medical lab;Site or dedicated healthcare facility where samples of blood/urine/etc are obtained or collected for purpose of analysing them for healthcare diagnostics.;health medicine > medical lab;medical lab;1;1;0;1;healthcare;healthcare > sample collection
speech therapist;healthcare > speech therapist;Someone who practices speech and language therapy.;['psychologist', 'psychiatrist', 'mental health service', 'oral surgeon', 'pathologist', 'ear nose throat doctor', 'neurologist', 'mental health clinic', 'physician', 'audiovisual service', 'geriatric doctor', 'healthcare professional', 'chiropractor', 'physical therapy clinic', 'ophthalmologist', 'respiratory doctor', 'orthopedic surgeon', 'urologist', 'family medicine doctor', 'doctors office'];[0.5010931491851807, 0.4535595178604126, 0.4269059896469116, 0.42253023386001587, 0.4158138036727905, 0.41132819652557373, 0.40264880657196045, 0.4025355279445648, 0.3971424400806427, 0.39161425828933716, 0.3850794732570648, 0.38368088006973267, 0.3824096620082855, 0.3700696527957916, 0.3673919141292572, 0.36480510234832764, 0.3632930517196655, 0.35624998807907104, 0.3550715744495392, 0.35352063179016113];healthcare professional;Someone who practices speech and language therapy.;health medicine > mental health service > psychologist;psychologist;0;1;1;1;healthcare;healthcare > speech therapist
vaccination centre;healthcare > vaccination centre;a healthcare facility specifically dedicated to administering vaccinations to individuals, to provide immunisation against infectious diseases.;['medical center', 'urgent care center', 'hospital unit', 'hospital', 'childrens hospital', 'healthcare clinic', 'aids resource', 'maternity clinic', 'doctors office', 'womens health clinic', 'nursing home', 'sports medicine clinic', 'alternative medicine clinic', 'home health care service', 'domestic abuse treatment center', 'emergency service', 'assisted living service', 'distribution center', 'food distribution center', 'spa'];[0.5039833188056946, 0.4696943461894989, 0.4616190493106842, 0.45455747842788696, 0.44308042526245117, 0.43288880586624146, 0.4136035442352295, 0.4064434766769409, 0.4009549617767334, 0.399416446685791, 0.39346030354499817, 0.3839338719844818, 0.3767324686050415, 0.3699635863304138, 0.35817229747772217, 0.35770589113235474, 0.3479539155960083, 0.34657540917396545, 0.34227079153060913, 0.33915406465530396];healthcare clinic;a healthcare facility specifically dedicated to administering vaccinations to individuals, to provide immunisation against infectious diseases.;health medicine > medical center;medical center;0;1;1;1;healthcare;healthcare > vaccination centre
motorway;highway > roads > motorway;A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc..;['intersection', 'road', 'truck stop', 'rest area', 'bus stop', 'street', 'bus station', 'bus line', 'public transportation', 'transport hub', 'rental car location', 'transportation service', 'toll plaza', 'heliport', 'ambulance service', 'rail station', 'metro station', 'driving school', 'platform', 'golf driving range'];[0.43541061878204346, 0.41340646147727966, 0.3824458420276642, 0.382194846868515, 0.3588935136795044, 0.3544236123561859, 0.34345749020576477, 0.3406747579574585, 0.34017214179039, 0.3343246281147003, 0.3276522159576416, 0.3189149498939514, 0.3188389837741852, 0.3083677887916565, 0.3082610070705414, 0.30561137199401855, 0.30490633845329285, 0.30153828859329224, 0.2954147458076477, 0.29372143745422363];road;A restricted access major divided highway, normally with 2 or more running lanes plus emergency hard shoulder. Equivalent to the Freeway, Autobahn, etc..;travel transportation > road;road;1;1;0;1;highway;highway > roads
trunk;highway > roads > trunk;The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.);['road', 'intersection', 'street', 'platform', 'transport hub', 'border crossing', 'public transportation', 'taxi', 'bus line', 'cable car', 'rail station', 'transportation service', 'travel transportation', 'light rail station', 'bus station', 'charter bus', 'taxi stand', 'driving school', 'rental car location', 'rest area'];[0.47591814398765564, 0.468291699886322, 0.36985915899276733, 0.3666319251060486, 0.3665573000907898, 0.35692623257637024, 0.3554588854312897, 0.3512396216392517, 0.34837329387664795, 0.3458184599876404, 0.34437882900238037, 0.3260592222213745, 0.32368922233581543, 0.31696298718452454, 0.3162430226802826, 0.29813915491104126, 0.2976376414299011, 0.29610875248908997, 0.2911510467529297, 0.2874588370323181];road;The most important roads in a country's system that aren't motorways. (Need not necessarily be a divided highway.);travel transportation > road;road;1;1;1;1;highway;highway > roads
primary;highway > roads > primary;The next most important roads in a country's system. (Often link larger towns.);['road', 'intersection', 'transport hub', 'street', 'rail station', 'border crossing', 'light rail station', 'rental car location', 'country', 'town', 'bus station', 'heliport', 'public transportation', 'bus stop', 'village', 'bus line', 'taxi', 'city', 'metro station', 'travel transportation'];[0.5074909329414368, 0.4823814034461975, 0.43221861124038696, 0.40847480297088623, 0.38119155168533325, 0.3681563436985016, 0.35779160261154175, 0.3547477722167969, 0.3500617742538452, 0.3474881052970886, 0.34381845593452454, 0.3417157828807831, 0.3412560820579529, 0.3341063857078552, 0.3336455523967743, 0.33168214559555054, 0.32517877221107483, 0.31803032755851746, 0.3167892098426819, 0.31369227170944214];road;The next most important roads in a country's system. (Often link larger towns.);travel transportation > road;road;1;1;1;1;highway;highway > roads
secondary;highway > roads > secondary;The next most important roads in a country's system. (Often link towns.);['intersection', 'road', 'transport hub', 'street', 'rail station', 'light rail station', 'rental car location', 'town', 'border crossing', 'country', 'bus station', 'village', 'heliport', 'metro station', 'bus stop', 'public transportation', 'city', 'neighborhood', 'bus line', 'taxi'];[0.4976778030395508, 0.4859389662742615, 0.4175775647163391, 0.4050649404525757, 0.3804149329662323, 0.35935360193252563, 0.35849422216415405, 0.3517914116382599, 0.34872734546661377, 0.34841668605804443, 0.3440907895565033, 0.3424803614616394, 0.3402453064918518, 0.329643577337265, 0.32929664850234985, 0.32601800560951233, 0.31653401255607605, 0.31519025564193726, 0.31507378816604614, 0.3109585642814636];road;The next most important roads in a country's system. (Often link towns.);travel transportation > road;road;1;1;0;1;highway;highway > roads
tertiary;highway > roads > tertiary;The next most important roads in a country's system. (Often link smaller towns and villages);['road', 'intersection', 'village', 'transport hub', 'street', 'country', 'town', 'rail station', 'town hall', 'rental car location', 'light rail station', 'bus station', 'neighborhood', 'border crossing', 'taxi', 'heliport', 'driving school', 'bus line', 'city', 'bus stop'];[0.4520435929298401, 0.4190206825733185, 0.38148075342178345, 0.37347084283828735, 0.3589136302471161, 0.3264794945716858, 0.3253532648086548, 0.3198145031929016, 0.3155650198459625, 0.31151631474494934, 0.30804142355918884, 0.29949939250946045, 0.2936168611049652, 0.28935056924819946, 0.28789353370666504, 0.28590846061706543, 0.2849893867969513, 0.28329166769981384, 0.2817928194999695, 0.2805391550064087];road;The next most important roads in a country's system. (Often link smaller towns and villages);travel transportation > road;road;1;1;1;1;highway;highway > roads
unclassified;highway > roads > unclassified;"The least important through roads in a country's system – i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. (Often link villages and hamlets.)
The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.";['road', 'street', 'intersection', 'public transportation', 'well', 'village', 'bridge', 'landmarks outdoors', 'country', 'tourist information service', 'transportation service', 'neighborhood', 'structure', 'platform', 'great outdoors', 'bike trail', 'canal', 'bus line', 'hill', 'historic protected site'];[0.37559589743614197, 0.3271768093109131, 0.3163132667541504, 0.305318146944046, 0.2857709228992462, 0.2844142019748688, 0.27531594038009644, 0.26527780294418335, 0.2651734948158264, 0.26362770795822144, 0.26350104808807373, 0.262713223695755, 0.26188522577285767, 0.26150017976760864, 0.25988462567329407, 0.2575643062591553, 0.2523466646671295, 0.24922676384449005, 0.2475387454032898, 0.2446482628583908];road;"The least important through roads in a country's system �?? i.e. minor roads of a lower classification than tertiary, but which serve a purpose other than access to properties. (Often link villages and hamlets.)
The word 'unclassified' is a historical artefact of the UK road system and does not mean that the classification is unknown; you can use highway=road for that.";travel transportation > road;road;1;1;1;1;highway;highway > roads
residential;highway > roads > residential;Roads which serve as an access to housing, without function of connecting settlements. Often lined with housing.;['residential building', 'housing development', 'home private', 'housing authority', 'apartment condo', 'road', 'street', 'city hall', 'intersection', 'government building', 'town hall', 'driving school', 'assisted living', 'homeless shelter', 'retirement home', 'neighborhood', 'courthouse', 'college engineering building', 'public bathroom', 'capitol building'];[0.46239370107650757, 0.46066638827323914, 0.45922353863716125, 0.412861704826355, 0.4036000967025757, 0.39812201261520386, 0.3652602434158325, 0.35835057497024536, 0.3297712802886963, 0.31962528824806213, 0.3146328330039978, 0.3139096796512604, 0.3138620853424072, 0.3115362524986267, 0.30271250009536743, 0.2896196246147156, 0.28367817401885986, 0.28303784132003784, 0.27541741728782654, 0.2752692699432373];residential building;Roads which serve as an access to housing, without function of connecting settlements. Often lined with housing.;travel transportation > road;road;0;1;0;1;highway;highway > roads
motorway link;highway > link roads > motorway link;The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.;['road', 'intersection', 'street', 'truck stop', 'platform', 'public transportation', 'bus line', 'pier', 'transport hub', 'rail station', 'light rail station', 'heliport', 'transportation service', 'travel transportation', 'border crossing', 'bus stop', 'metro station', 'cable car', 'moving target', 'driving school'];[0.40552955865859985, 0.36436784267425537, 0.346260130405426, 0.3005653917789459, 0.2987096905708313, 0.2956713140010834, 0.2764260172843933, 0.2757973074913025, 0.2749409079551697, 0.2738349735736847, 0.2717546820640564, 0.26968759298324585, 0.26947394013404846, 0.26737746596336365, 0.26629531383514404, 0.2567221224308014, 0.2508845925331116, 0.25081172585487366, 0.24958565831184387, 0.2487352192401886];travel transportation;The link roads (sliproads/ramps) leading to/from a motorway from/to a motorway or lower class highway. Normally with the same motorway restrictions.;travel transportation > road;road;0;1;1;1;highway;highway > link roads
trunk link;highway > link roads > trunk link;The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.;['road', 'intersection', 'street', 'cable car', 'truck stop', 'public transportation', 'transport hub', 'platform', 'rail station', 'moving target', 'parking', 'rental car location', 'bus line', 'travel transportation', 'light rail station', 'transportation service', 'taxi', 'train', 'tram station', 'border crossing'];[0.4981425106525421, 0.46844014525413513, 0.43329334259033203, 0.4273377060890198, 0.3780827522277832, 0.3578440546989441, 0.349165141582489, 0.3457927107810974, 0.33985579013824463, 0.3397291600704193, 0.33534422516822815, 0.3331928849220276, 0.3301798105239868, 0.32321441173553467, 0.32290026545524597, 0.3192511200904846, 0.31848812103271484, 0.3171997666358948, 0.3154821991920471, 0.3154236674308777];road;The link roads (sliproads/ramps) leading to/from a trunk road from/to a trunk road or lower class highway.;travel transportation > road;road;1;1;1;1;highway;highway > link roads
primary link;highway > link roads > primary link;The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.;['road', 'intersection', 'street', 'public transportation', 'transport hub', 'bus line', 'cable car', 'bridge', 'light rail station', 'platform', 'rail station', 'heliport', 'tunnel', 'truck stop', 'transportation service', 'travel transportation', 'bike trail', 'moving target', 'pier', 'toll plaza'];[0.4861114025115967, 0.4324444532394409, 0.41527441143989563, 0.3434326648712158, 0.3169902265071869, 0.31566357612609863, 0.3141661584377289, 0.30370134115219116, 0.30070948600769043, 0.29681316018104553, 0.29677146673202515, 0.29676443338394165, 0.29593467712402344, 0.2922002077102661, 0.283111572265625, 0.28205054998397827, 0.27784740924835205, 0.27571311593055725, 0.27465492486953735, 0.27102774381637573];road;The link roads (sliproads/ramps) leading to/from a primary road from/to a primary road or lower class highway.;travel transportation > road;road;1;1;1;1;highway;highway > link roads
secondary link;highway > link roads > secondary link;The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.;['road', 'intersection', 'street', 'public transportation', 'transport hub', 'tunnel', 'rail station', 'light rail station', 'bridge', 'cable car', 'truck stop', 'platform', 'moving target', 'heliport', 'bus line', 'bike trail', 'travel transportation', 'transportation service', 'metro station', 'border crossing'];[0.47967445850372314, 0.44548046588897705, 0.40909314155578613, 0.31453636288642883, 0.31392624974250793, 0.3074705898761749, 0.30640506744384766, 0.3056633174419403, 0.30448365211486816, 0.3043630123138428, 0.2984106242656708, 0.2950051426887512, 0.2927705943584442, 0.29140421748161316, 0.28823965787887573, 0.2827892303466797, 0.2755061984062195, 0.27481508255004883, 0.2743089199066162, 0.2725349962711334];road;The link roads (sliproads/ramps) leading to/from a secondary road from/to a secondary road or lower class highway.;travel transportation > road;road;1;1;1;1;highway;highway > link roads
tertiary link;highway > link roads > tertiary link;The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.;['road', 'intersection', 'street', 'tunnel', 'cable car', 'transport hub', 'bridge', 'truck stop', 'rail station', 'light rail station', 'bus line', 'public transportation', 'bike trail', 'heliport', 'platform', 'transportation service', 'canal', 'structure', 'border crossing', 'train'];[0.46206390857696533, 0.4012187719345093, 0.3612234890460968, 0.3120880126953125, 0.30654197931289673, 0.3000306487083435, 0.29192113876342773, 0.28844860196113586, 0.28745540976524353, 0.2860996425151825, 0.28468626737594604, 0.28294235467910767, 0.2810901403427124, 0.27404987812042236, 0.26524004340171814, 0.25192689895629883, 0.2516184151172638, 0.25111308693885803, 0.24994607269763947, 0.24803075194358826];road;The link roads (sliproads/ramps) leading to/from a tertiary road from/to a tertiary road or lower class highway.;travel transportation > road;road;1;1;1;1;highway;highway > link roads
living street;highway > special road types > living street;For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low.;['street', 'road', 'pedestrian plaza', 'intersection', 'apartment condo', 'residential building', 'law enforcement public safety', 'police station', 'home private', 'driving school', 'parking', 'neighborhood', 'rental car location', 'city hall', 'housing authority', 'public transportation', 'housing development', 'bus line', 'light rail station', 'street fair'];[0.465503990650177, 0.4175739884376526, 0.36339229345321655, 0.3391141891479492, 0.3284321427345276, 0.31749022006988525, 0.3122350573539734, 0.31055158376693726, 0.30917495489120483, 0.29828834533691406, 0.28970080614089966, 0.28771549463272095, 0.2815866768360138, 0.27531641721725464, 0.2733515501022339, 0.273297518491745, 0.2715499997138977, 0.2671348452568054, 0.2592249810695648, 0.25865814089775085];pedestrian plaza;For living streets, which are residential streets where pedestrians have legal priority over cars, speeds are kept very low.;travel transportation > street;street;0;1;1;1;highway;highway > special road types
service;highway > special road types > service;For access roads to, or within an industrial estate, camp site, business park, car park, alleys, etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances.;['public transportation', 'vehicle inspection station', 'automotive service', 'transportation service', 'road', 'bus line', 'outdoor event space', 'intersection', 'industrial estate', 'street', 'equipment rental service', 'charter bus', 'transmissions shop', 'geological service', 'doors windows contractor', 'truck stop', 'factory', 'rest area', 'limo service', 'construction'];[0.4375181794166565, 0.437055766582489, 0.4299848973751068, 0.42878973484039307, 0.42740893363952637, 0.42300114035606384, 0.4080337882041931, 0.396890252828598, 0.39557793736457825, 0.394796222448349, 0.39135727286338806, 0.3840070366859436, 0.3812744617462158, 0.3794945776462555, 0.3792482614517212, 0.3787952661514282, 0.3757718801498413, 0.3739018440246582, 0.3720563054084778, 0.37150436639785767];transportation service;For access roads to, or within an industrial estate, camp site, business park, car park, alleys, etc. Can be used in conjunction with service=* to indicate the type of usage and with access=* to indicate who can use it and in what circumstances.;travel transportation > road;road;0;1;0;1;highway;highway > special road types
pedestrian;highway > special road types > pedestrian;For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes.;['pedestrian plaza', 'street', 'road', 'parking', 'intersection', 'toll plaza', 'residential building', 'plaza', 'city hall', 'apartment condo', 'trailer park', 'truck stop', 'neighborhood', 'platform', 'home private', 'housing development', 'public transportation', 'rest area', 'town hall', 'street fair'];[0.5250303745269775, 0.42542630434036255, 0.4045757055282593, 0.38529330492019653, 0.3630296587944031, 0.35318470001220703, 0.34576401114463806, 0.3333008885383606, 0.32562771439552307, 0.32427841424942017, 0.32011955976486206, 0.3178851008415222, 0.3145606815814972, 0.31052839756011963, 0.3065316081047058, 0.3040318787097931, 0.30397456884384155, 0.3033122718334198, 0.29933419823646545, 0.294871062040329];pedestrian plaza;For roads used mainly/exclusively for pedestrians in shopping and some residential areas which may allow access by motorised vehicles only for very limited periods of the day. To create a 'square' or 'plaza' create a closed way and tag as pedestrian and also with area=yes.;landmarks outdoors > pedestrian plaza;pedestrian plaza;1;1;1;1;highway;highway > special road types
track;highway > special road types > track;Roads for mostly agricultural or forestry uses. To describe the quality of a track, see tracktype=*. Note: Although tracks are often rough with unpaved surfaces, this tag is not describing the quality of a road but its use. Consequently, if you want to tag a general use road, use one of the general highway values instead of track.;['road', 'intersection', 'track', 'street', 'race track', 'running track', 'racecourse', 'public transportation', 'truck stop', 'rail station', 'transportation service', 'general travel', 'field', 'well', 'great outdoors', 'canal', 'light rail station', 'bike trail', 'hiking trail', 'travel transportation'];[0.37617766857147217, 0.32905149459838867, 0.3070982098579407, 0.29308855533599854, 0.28211069107055664, 0.2757963538169861, 0.27513039112091064, 0.2504177987575531, 0.24459823966026306, 0.24343237280845642, 0.2402251660823822, 0.2379622459411621, 0.23795637488365173, 0.23715302348136902, 0.2363475263118744, 0.2309957593679428, 0.22953352332115173, 0.22852900624275208, 0.22623029351234436, 0.2231806367635727];track;Roads for mostly agricultural or forestry uses. To describe the quality of a track, see tracktype=*. Note: Although tracks are often rough with unpaved surfaces, this tag is not describing the quality of a road but its use. Consequently, if you want to tag a general use road, use one of the general highway values instead of track.;travel transportation > road;road;0;1;1;1;highway;highway > special road types
bus guideway;highway > special road types > bus guideway;A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead!;['road', 'bus line', 'bus station', 'street', 'bus stop', 'charter bus', 'rail station', 'intersection', 'light rail station', 'public transportation', 'transport hub', 'train', 'transportation service', 'platform', 'truck stop', 'parking', 'metro station', 'heliport', 'airport gate', 'travel transportation'];[0.5776146650314331, 0.5574079751968384, 0.5360506176948547, 0.5235523581504822, 0.5112684369087219, 0.4920133352279663, 0.4790671467781067, 0.468020498752594, 0.46722322702407837, 0.4628239572048187, 0.45729556679725647, 0.44124600291252136, 0.42532652616500854, 0.4125491976737976, 0.40670084953308105, 0.40327364206314087, 0.39634236693382263, 0.3907264769077301, 0.38375186920166016, 0.38181471824645996];public transportation;A busway where the vehicle guided by the way (though not a railway) and is not suitable for other traffic. Please note: this is not a normal bus lane, use access=no, psv=yes instead!;travel transportation > transportation service > public transportation > bus line;bus line;0;1;0;1;highway;highway > special road types
