OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
escape game;leisure > escape game;A physical adventure game in which players solve a series of puzzles using clues, hints and strategy to complete the objectives at hand.;['escape room', 'disc golf', 'indoor play area', 'sports recreation', 'bingo center', 'arcade', 'amusement park', 'recreation center', 'attraction', 'golf'];[0.3611648976802826, 0.3483571410179138, 0.3407212197780609, 0.33335912227630615, 0.33031678199768066, 0.3246520161628723, 0.3210647404193878, 0.3161965608596802, 0.3158304691314697, 0.3148562014102936];escape room;A physical adventure game in which players solve a series of puzzles using clues, hints and strategy to complete the objectives at hand.;arts entertainment > escape room;escape room;1;1;1;1;leisure;leisure > escape game
firepit;leisure > firepit;A fire ring or fire pit, often at a campsite or picnic site.;['picnic area', 'picnic shelter', 'fireworks store', 'campground', 'fire station', 'hot spring', 'indoor play area', 'hunting area', 'summer camp', 'athletic field'];[0.5203547477722168, 0.49635374546051025, 0.46880221366882324, 0.43708890676498413, 0.4139401316642761, 0.36136406660079956, 0.3604968190193176, 0.35655075311660767, 0.35176974534988403, 0.3504602909088135];campground;A fire ring or fire pit, often at a campsite or picnic site.;landmarks outdoors > campground;campground;1;1;0;1;leisure;leisure > firepit
fishing;leisure > fishing;A public or private place for fishing.;['fishing area', 'fishing store', 'hunting area', 'recreation center', 'sports recreation', 'sailing club', 'canoe kayak rental', 'surfing', 'sports club', 'water sports'];[0.7357673645019531, 0.5451582074165344, 0.5273624658584595, 0.515673816204071, 0.5033495426177979, 0.4902183413505554, 0.47704043984413147, 0.46866583824157715, 0.46007001399993896, 0.45347702503204346];fishing area;A public or private place for fishing.;sports recreation > fishing area;fishing area;1;1;1;1;leisure;leisure > fishing
fitness centre;leisure > fitness centre;Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise.;['gym', 'outdoor gym', 'cycle studio', 'pilates studio', 'gym studio', 'yoga studio', 'climbing gym', 'boxing gym', 'dance studio', 'gym pool'];[0.657142162322998, 0.6200716495513916, 0.6062344312667847, 0.5936686992645264, 0.5916820168495178, 0.5872442126274109, 0.5757943391799927, 0.5703593492507935, 0.5535608530044556, 0.54948890209198];gym;Fitness centre, health club or gym with exercise machines, fitness classes or both, for exercise.;sports recreation > gym studio > gym;gym;1;1;1;1;leisure;leisure > fitness centre
fitness station;leisure > fitness station;An outdoor facility where people can practise typical fitness exercises.;['outdoor gym', 'gym', 'gym studio', 'yoga studio', 'climbing gym', 'indoor play area', 'gym pool', 'pilates studio', 'personal trainer', 'equestrian facility'];[0.6674709916114807, 0.5864137411117554, 0.5608528852462769, 0.5530686974525452, 0.5287871360778809, 0.5159738063812256, 0.5140307545661926, 0.5138632655143738, 0.5058658719062805, 0.5056338906288147];outdoor gym;An outdoor facility where people can practise typical fitness exercises.;sports recreation > gym studio > outdoor gym;outdoor gym;1;1;1;1;leisure;leisure > fitness station
garden;leisure > garden;A place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.;['botanical garden', 'garden', 'flower store', 'sculpture garden', 'garden center', 'nature preserve', 'picnic area', 'landscaper gardener', 'great outdoors', 'farm'];[0.5715956687927246, 0.5279985666275024, 0.5162136554718018, 0.4588708281517029, 0.4094512462615967, 0.37586620450019836, 0.352649986743927, 0.3514319658279419, 0.34554338455200195, 0.3366427421569824];garden;A place where flowers and other plants are grown in a decorative and structured manner or for scientific purposes.;landmarks outdoors > garden;garden;1;1;0;1;leisure;leisure > garden
hackerspace;leisure > hackerspace;A place where people with common interests (science, technology, ...) meet.;['internet cafe', 'lodging', 'science museum', 'travel lounge', 'gaming cafe', 'planetarium', 'recreation center', 'golf club', 'sports recreation', 'night club'];[0.4223165810108185, 0.4008893370628357, 0.39197659492492676, 0.3735141158103943, 0.3718131184577942, 0.370441198348999, 0.3679167628288269, 0.36742281913757324, 0.36734217405319214, 0.36447757482528687];recreation center;A place where people with common interests (science, technology, ...) meet.;event > event;event;0;0;0;0;leisure;leisure > hackerspace
horse riding;leisure > horse riding;A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use leisure=pitch + sport=equestrian.;['equestrian facility', 'recreation center', 'cycle studio', 'sports club', 'racecourse', 'gym studio', 'outdoor gym', 'gym', 'athletic field', 'sports medicine clinic'];[0.705652117729187, 0.47871488332748413, 0.47733747959136963, 0.4661684036254883, 0.4617658853530884, 0.4533580541610718, 0.43664032220840454, 0.4309372007846832, 0.42593178153038025, 0.4199419617652893];equestrian facility;A facility where people practise horse riding, usually in their spare time, e.g. a riding centre. For a riding arena use leisure=pitch + sport=equestrian.;sports recreation > equestrian facility;equestrian facility;1;1;1;1;leisure;leisure > horse riding
ice rink;leisure > ice rink;A place where you can skate and play bandy or ice hockey.;['skating rink', 'skate park', 'hockey rink', 'skating', 'hockey field', 'roller rink', 'hockey club', 'hockey', 'college hockey rink', 'hockey stadium'];[0.7909092307090759, 0.7517520785331726, 0.7305669784545898, 0.7012519836425781, 0.6681011915206909, 0.6531347036361694, 0.6396619081497192, 0.61395263671875, 0.5597964525222778, 0.5593608021736145];skating rink;A place where you can skate and play bandy or ice hockey.;sports recreation > skating > skating rink;skating rink;1;1;1;1;leisure;leisure > ice rink
marina;leisure > marina;A facility for mooring leisure yachts and motor boats.;['sailing club', 'boat rental', 'harbor marina', 'canoe kayak rental', 'boat ferry', 'swimming club', 'boat launch', 'pier', 'resort', 'golf club'];[0.6370943188667297, 0.5873041749000549, 0.556294322013855, 0.5520926713943481, 0.5241724252700806, 0.4906485676765442, 0.45577752590179443, 0.44118615984916687, 0.42977744340896606, 0.4232059419155121];harbor marina;A facility for mooring leisure yachts and motor boats.;landmarks outdoors > harbor marina;harbor marina;1;1;0;1;leisure;leisure > marina
miniature golf;leisure > miniature golf;A place or area where you can play miniature golf.;['mini golf course', 'golf course', 'golf club', 'golf', 'golf driving range', 'indoor play area', 'disc golf course', 'golf store', 'disc golf', 'hunting area'];[0.7458859086036682, 0.6609236001968384, 0.6551196575164795, 0.6365070343017578, 0.5696736574172974, 0.552474319934845, 0.5406968593597412, 0.5228286385536194, 0.5162643790245056, 0.4811320900917053];mini golf course;A place or area where you can play miniature golf.;arts entertainment > mini golf course;mini golf course;1;1;1;1;leisure;leisure > miniature golf
nature reserve;leisure > nature reserve;A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.;['nature preserve', 'national park', 'natural park', 'state provincial park', 'historic protected site', 'botanical garden', 'hunting area', 'great outdoors', 'park', 'campground'];[0.6037164926528931, 0.5082583427429199, 0.504243791103363, 0.502687931060791, 0.4920804798603058, 0.48028814792633057, 0.4641883969306946, 0.457763135433197, 0.447842001914978, 0.4459989070892334];nature preserve;A protected area of importance for wildlife, flora, fauna or features of geological or other special interest.;landmarks outdoors > nature preserve;nature preserve;1;1;1;1;leisure;leisure > nature reserve
park;leisure > park;A park, usually in an urban (municipal) setting, created for recreation and relaxation.;['recreation center', 'urban park', 'natural park', 'sports recreation', 'picnic area', 'skate park', 'water park', 'park', 'athletic field', 'sports club'];[0.6183093190193176, 0.6167855262756348, 0.5725104212760925, 0.5719733238220215, 0.546527087688446, 0.5426002740859985, 0.5420633554458618, 0.5404937863349915, 0.5389991402626038, 0.5358970761299133];urban park;A park, usually in an urban (municipal) setting, created for recreation and relaxation.;landmarks outdoors > park > urban park;urban park;1;1;0;1;leisure;leisure > park
picnic table;leisure > picnic table;A table with benches for food and rest.;['food court', 'food stand', 'buffet', 'lounge', 'snack place', 'picnic shelter', 'piano bar', 'food truck', 'comfort food restaurant', 'restaurant'];[0.5545662641525269, 0.5304600596427917, 0.5228602886199951, 0.5027341246604919, 0.4948236346244812, 0.49459415674209595, 0.48734909296035767, 0.4789285659790039, 0.4761126935482025, 0.4753188490867615];picnic shelter;A table with benches for food and rest.;landmarks outdoors > park > picnic area;picnic area;0;0;0;0;leisure;leisure > picnic table
pitch;leisure > pitch;An area designed for practising a particular sport, normally designated with appropriate markings.;['race track', 'indoor play area', 'rugby pitch', 'athletic field', 'racecourse', 'rafting spot', 'running track', 'golf', 'track', 'cricket ground'];[0.5236048102378845, 0.5160297751426697, 0.5115774869918823, 0.5049612522125244, 0.4972582757472992, 0.49542680382728577, 0.49518996477127075, 0.4899500012397766, 0.4845600128173828, 0.48011618852615356];rugby pitch;An area designed for practising a particular sport, normally designated with appropriate markings.;sports recreation > athletic field;athletic field;0;1;0;1;leisure;leisure > pitch
playground;leisure > playground;A playground: an area designed for children to play.;['playground', 'indoor play area', 'recreation center', 'athletic field', 'amusement park', 'picnic area', 'mini golf course', 'park', 'urban park', 'soccer field'];[0.6575219631195068, 0.5356216430664062, 0.4701903462409973, 0.45694786310195923, 0.4490243196487427, 0.4459964632987976, 0.43197470903396606, 0.42441731691360474, 0.42199233174324036, 0.41807788610458374];playground;A playground: an area designed for children to play.;landmarks outdoors > park > playground;playground;1;1;1;1;leisure;leisure > playground
slipway;leisure > slipway;A slipway: a ramp for launching a boat into water.;['boat launch', 'sailing club', 'pier', 'boat ferry', 'boat rental', 'canoe kayak rental', 'surfing', 'water sports', 'rafting outfitter', 'marine terminal'];[0.5939850807189941, 0.5078291893005371, 0.48425114154815674, 0.473616361618042, 0.4597676396369934, 0.45700082182884216, 0.41215866804122925, 0.39208436012268066, 0.37172967195510864, 0.3714500069618225];boat launch;A slipway: a ramp for launching a boat into water.;landmarks outdoors > boat launch;boat launch;1;1;1;1;leisure;leisure > slipway
sports centre;leisure > sports centre;A sports centre is a distinct facility where sports take place within an enclosed area.;['indoor play area', 'recreation center', 'equestrian facility', 'athletic field', 'soccer field', 'sports club', 'golf course', 'cricket ground', 'tennis court', 'skydiving center'];[0.6621786952018738, 0.6463937759399414, 0.5992934703826904, 0.594667911529541, 0.5610459446907043, 0.5535837411880493, 0.5329320430755615, 0.5317301750183105, 0.5255516171455383, 0.5246953368186951];recreation center;A sports centre is a distinct facility where sports take place within an enclosed area.;sports recreation > indoor play area;indoor play area;0;1;1;1;leisure;leisure > sports centre
stadium;leisure > stadium;A major sports facility with substantial tiered seating.;['tennis stadium', 'baseball stadium', 'soccer stadium', 'stadium', 'indoor play area', 'basketball stadium', 'hockey stadium', 'track stadium', 'football stadium', 'rugby stadium'];[0.6196188926696777, 0.5958093404769897, 0.5951374173164368, 0.5917093753814697, 0.5877177715301514, 0.5757617354393005, 0.5709561109542847, 0.570871114730835, 0.5702270269393921, 0.5567779541015625];stadium;A major sports facility with substantial tiered seating.;arts entertainment > stadium;stadium;1;1;0;1;leisure;leisure > stadium
summer camp;leisure > summer camp;A place for supervised camps for children or teenagers conducted during the summer months.;['summer camp', 'youth organization', 'campground', 'resort', 'picnic shelter', 'hostel', 'nursery school', 'hot spring', 'circus school', 'recreation center'];[0.731789231300354, 0.46593326330184937, 0.41790691018104553, 0.37515151500701904, 0.37446290254592896, 0.3638908863067627, 0.36192792654037476, 0.35500943660736084, 0.3544384241104126, 0.34754788875579834];summer camp;A place for supervised camps for children or teenagers conducted during the summer months.;community government > summer camp;summer camp;1;1;1;1;leisure;leisure > summer camp
swimming area;leisure > swimming area;An area for swimming within a larger body of water (such as a river, lake or the sea) that is marked by a rope, buoys or similar.;['swimming', 'swimming club', 'swimming pool', 'rafting spot', 'sailing club', 'fishing area', 'water sports', 'surfing', 'swim school', 'rafting outfitter'];[0.5942723155021667, 0.588890552520752, 0.5808660984039307, 0.5776352286338806, 0.5487852692604065, 0.5431604385375977, 0.5180448293685913, 0.5111386775970459, 0.4954293370246887, 0.4886418581008911];swimming;An area for swimming within a larger body of water (such as a river, lake or the sea) that is marked by a rope, buoys or similar.;landmarks outdoors > bathing area;bathing area;0;0;0;0;leisure;leisure > swimming area
swimming pool;leisure > swimming pool;A swimming pool (water area only).;['swimming pool', 'swimming club', 'swimming', 'gym pool', 'swimming pool supply store', 'swim school', 'hotel pool', 'swimming pool maintenance service', 'water sports', 'water park'];[0.8394747972488403, 0.7488240003585815, 0.7142501473426819, 0.6764441728591919, 0.6519125699996948, 0.6289209127426147, 0.6123671531677246, 0.5998131036758423, 0.5946290493011475, 0.571819543838501];swimming pool;A swimming pool (water area only).;sports recreation > water sports > swimming > swimming pool;swimming pool;1;1;1;1;leisure;leisure > swimming pool
track;leisure > track;A track for running, cycling and other non-motorised racing such as horses, greyhounds.;['track', 'racecourse', 'running track', 'race track', 'running club', 'equestrian facility', 'dog park', 'go kart track', 'personal trainer', 'train'];[0.5858374238014221, 0.5816811919212341, 0.5683751106262207, 0.5607583522796631, 0.5325448513031006, 0.4420654773712158, 0.38960856199264526, 0.3406931161880493, 0.31411802768707275, 0.3132663369178772];track;A track for running, cycling and other non-motorised racing such as horses, greyhounds.;sports recreation > running track > track;track;1;1;1;1;leisure;leisure > track
water park;leisure > water park;An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.;['water park', 'swimming pool', 'swimming', 'water sports', 'surfing', 'swimming club', 'amusement park', 'attraction', 'rafting spot', 'gym pool'];[0.6541332006454468, 0.6471930742263794, 0.5961906313896179, 0.5787090063095093, 0.5672045946121216, 0.5582329034805298, 0.5501409769058228, 0.5388456583023071, 0.5332157611846924, 0.5243951678276062];water park;An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.;arts entertainment > water park;water park;1;1;1;1;leisure;leisure > water park
adit;man made > man made > adit;A type of entrance to an underground mine which is horizontal or nearly horizontal.;['tunnel', 'cave', 'rock climbing spot', 'structure', 'dam', 'bridge', 'farm', 'well', 'roof deck', 'mountain hut'];[0.3748859763145447, 0.33534225821495056, 0.3199295997619629, 0.26486966013908386, 0.26360201835632324, 0.2529815137386322, 0.2510617971420288, 0.24694299697875977, 0.2433280646800995, 0.2387181520462036];tunnel;A type of entrance to an underground mine which is horizontal or nearly horizontal.;landmarks outdoors > tunnel;tunnel;1;1;1;1;man made;man made > man made
beacon;man made > man made > beacon;A structure for signalling on land and sea;['boat launch', 'lighthouse', 'marine terminal', 'canal', 'waterfront', 'surf spot', 'beach', 'structure', 'nudist beach', 'harbor marina'];[0.37211722135543823, 0.3626120090484619, 0.3289151191711426, 0.31880033016204834, 0.3129722774028778, 0.30754750967025757, 0.29789018630981445, 0.2956081032752991, 0.29076558351516724, 0.28401950001716614];lighthouse;A structure for signalling on land and sea;landmarks outdoors > lighthouse;lighthouse;1;1;0;1;man made;man made > man made
breakwater;man made > man made > breakwater;A man-made structure designed to protect a shore or harbour from the sea and waves.;['sailing club', 'harbor marina', 'boat launch', 'surfing', 'boat rental', 'waterfront', 'canal', 'canal lock', 'pier', 'construction'];[0.36142534017562866, 0.3366263210773468, 0.3291226327419281, 0.29864048957824707, 0.28408190608024597, 0.28277158737182617, 0.2779713273048401, 0.27557194232940674, 0.27405011653900146, 0.25216349959373474];harbor marina;A man-made structure designed to protect a shore or harbour from the sea and waves.;landmarks outdoors > harbor marina;harbor marina;1;1;0;1;man made;man made > man made
bridge;man made > man made > bridge;The outline of a bridge, grouping together all features for that bridge.;['bridge', 'wings joint', 'city hall', 'fence contractor', 'dam', 'pool hall', 'residential building', 'carpenter', 'structure', 'tunnel'];[0.5012433528900146, 0.3081508278846741, 0.26107257604599, 0.24506554007530212, 0.24342530965805054, 0.24215269088745117, 0.2375408113002777, 0.23527128994464874, 0.23490560054779053, 0.22744658589363098];bridge;The outline of a bridge, grouping together all features for that bridge.;landmarks outdoors > bridge;bridge;1;1;1;1;man made;man made > man made
bunker silo;man made > man made > bunker silo;An open-sided structure without a roof that can be used with vehicles to fill and empty them;['roof deck', 'structure', 'picnic shelter', 'cave', 'tunnel', 'capitol building', 'college engineering building', 'home private', 'city hall', 'mountain hut'];[0.2858225703239441, 0.27671921253204346, 0.2743391990661621, 0.2396717071533203, 0.23915992677211761, 0.23891499638557434, 0.21677391231060028, 0.21259817481040955, 0.2113073468208313, 0.20755159854888916];structure;An open-sided structure without a roof that can be used with vehicles to fill and empty them;landmarks outdoors;landmarks outdoors;0;0;0;0;man made;man made > man made
carpet hanger;man made > man made > carpet hanger;A construction to hang carpets for cleaning with the help of carpet beaters.;['carpet flooring contractor', 'carpet store', 'upholstery service', 'chimney sweep', 'pachinko parlor', 'interior designer', 'professional cleaning service', 'sewer contractor', 'arcade', 'pest control service'];[0.4609282910823822, 0.4018772840499878, 0.28427812457084656, 0.2711159288883209, 0.23753118515014648, 0.22825033962726593, 0.21737542748451233, 0.21556946635246277, 0.21065033972263336, 0.20841136574745178];carpet flooring contractor;A construction to hang carpets for cleaning with the help of carpet beaters.;business professional services > home improvement service > professional cleaning service;professional cleaning service;0;1;0;1;man made;man made > man made
chimney;man made > man made > chimney;A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories.;['smoke shop', 'chimney sweep', 'heating ventilating air conditioning contractor', 'tobacco store', 'chemicals gasses manufacturer', 'fire station', 'smog check shop', 'construction supplies store', 'fireworks store', 'fuel station'];[0.4130916893482208, 0.369721919298172, 0.3196088671684265, 0.2880256772041321, 0.26969319581985474, 0.2475523054599762, 0.2305179089307785, 0.21779197454452515, 0.2144169956445694, 0.21217811107635498];chimney sweep;A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories.;community government;community government;0;0;0;0;man made;man made > man made
column;man made > man made > column;A column used to support a structure or for decoration.;['framing store', 'deck patio contractor', 'squash court', 'roof deck', 'batting cages', 'soccer field', 'football field', 'hockey field', 'rafting outfitter', 'construction'];[0.2899765968322754, 0.2794022560119629, 0.25390446186065674, 0.25000590085983276, 0.24270088970661163, 0.24254828691482544, 0.24139784276485443, 0.231716588139534, 0.23116415739059448, 0.2305023968219757];construction;A column used to support a structure or for decoration.;landmarks outdoors > structure;structure;0;0;0;0;man made;man made > man made
communications tower;man made > man made > communications tower;A huge tower for transmitting radio applications;['tram station', 'radio station', 'roof deck', 'metro station', 'light rail station', 'college communications building', 'radiologist', 'airport tram station', 'big box store', 'rail station'];[0.27406004071235657, 0.2480827420949936, 0.24372878670692444, 0.23172998428344727, 0.22945906221866608, 0.22713962197303772, 0.21963578462600708, 0.21789607405662537, 0.19767913222312927, 0.19290845096111298];radio station;A huge tower for transmitting radio applications;business professional services > telecommunication service;telecommunication service;0;0;0;0;man made;man made > man made
crane;man made > man made > crane;A stationary, permanent crane.;['windmill', 'scientific equipment supplier', 'office building', 'climbing gym', 'construction supplies store', 'industrial equipment supplier', 'construction', 'framing store', 'pier', 'deck patio contractor'];[0.2459103912115097, 0.21015498042106628, 0.20132377743721008, 0.19859100878238678, 0.1941484957933426, 0.1933453381061554, 0.18859009444713593, 0.18098969757556915, 0.18088172376155853, 0.18018311262130737];construction;A stationary, permanent crane.;business professional services > industrial equipment supplier;industrial equipment supplier;0;1;0;1;man made;man made > man made
cross;man made > man made > cross;Cross, especially one with little historical value;['border crossing', 'bridge', 'tunnel', 'historic protected site', 'memorial site', 'monument', 'cable car', 'chiropractor', 'river', 'scenic lookout'];[0.2908816337585449, 0.24360769987106323, 0.21812543272972107, 0.20517480373382568, 0.20168453454971313, 0.1982567012310028, 0.19619084894657135, 0.1763022243976593, 0.17524096369743347, 0.17209367454051971];monument;Cross, especially one with little historical value;landmarks outdoors > historic protected site;historic protected site;0;1;0;1;man made;man made > man made
cutline;man made > man made > cutline;A straight line cut in a forest.;['forest', 'agriculture forestry service', 'tree', 'tree service', 'fence contractor', 'carpenter', 'doors windows contractor', 'carpet flooring contractor', 'deck patio contractor', 'interior designer'];[0.33615344762802124, 0.3118060827255249, 0.29162055253982544, 0.27674925327301025, 0.2673882246017456, 0.26728755235671997, 0.21928292512893677, 0.21746781468391418, 0.21674871444702148, 0.2118789255619049];forest;A straight line cut in a forest.;business professional services > logging service;logging service;0;0;0;0;man made;man made > man made
clearcut;man made > man made > clearcut;An area where all trees have been uniformly cut down.;['tree', 'forest', 'tree service', 'agriculture forestry service', 'carpenter', 'fence contractor', 'carpet flooring contractor', 'structure', 'canal lock', 'canal'];[0.360132098197937, 0.3047131896018982, 0.28956151008605957, 0.25434625148773193, 0.22315925359725952, 0.2163398712873459, 0.21270114183425903, 0.2028486132621765, 0.19018197059631348, 0.18555819988250732];forest;An area where all trees have been uniformly cut down.;landmarks outdoors > forest;forest;1;1;0;1;man made;man made > man made
dovecote;man made > man made > dovecote;A place where doves are farmed or stored.;['flea market', 'antique store', 'construction supplies store', 'flower store', 'packaging supply store', 'farm', 'herbs spices store', 'pet supplies store', 'floating market', 'dive store'];[0.28380832076072693, 0.26056969165802, 0.2591916024684906, 0.2573810815811157, 0.25646770000457764, 0.25589820742607117, 0.255823016166687, 0.24317310750484467, 0.2394399493932724, 0.23810061812400818];farm;A place where doves are farmed or stored.;landmarks outdoors > farm;farm;1;1;0;1;man made;man made > man made
dyke;man made > man made > dyke;An embankment built to restrict the flow of water or other liquids;['dam', 'reservoir', 'sewer contractor', 'river', 'water treatment service', 'plumber', 'tunnel', 'bathroom contractor', 'fence contractor', 'petroleum supplier'];[0.28277692198753357, 0.24077105522155762, 0.2317942976951599, 0.22556929290294647, 0.22455011308193207, 0.2167939394712448, 0.20518270134925842, 0.17971807718276978, 0.1786108762025833, 0.17359478771686554];dam;An embankment built to restrict the flow of water or other liquids;landmarks outdoors > dam;dam;1;1;1;1;man made;man made > man made
embankment;man made > man made > embankment;An artificial steep slope. Lower side to right (arrows side).;['dam', 'waterfall', 'rock climbing spot', 'hill', 'tunnel', 'climbing gym', 'hiking trail', 'carpet flooring contractor', 'stable', 'playground'];[0.23021578788757324, 0.20756962895393372, 0.20151473581790924, 0.19191327691078186, 0.19063246250152588, 0.18855947256088257, 0.17855584621429443, 0.17813733220100403, 0.17652547359466553, 0.17504897713661194];dam;An artificial steep slope. Lower side to right (arrows side).;landmarks outdoors;landmarks outdoors;0;0;0;0;man made;man made > man made
flagpole;man made > man made > flagpole;A long pole built to hold a flag;['windmill', 'lighthouse', 'roof deck', 'stable', 'structure', 'national park', 'park', 'historic protected site', 'boat launch', 'monument'];[0.28221264481544495, 0.265461802482605, 0.26412755250930786, 0.24576213955879211, 0.2454976737499237, 0.2445177435874939, 0.23280994594097137, 0.23133735358715057, 0.2281678318977356, 0.2264009714126587];monument;A long pole built to hold a flag;community government > government building;government building;0;0;0;0;man made;man made > man made
gasometer;man made > man made > gasometer;A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures;['chemicals gasses manufacturer', 'gastropub', 'molecular gastronomy restaurant', 'outdoor supply store', 'packaging supply store', 'refrigeration ice supplier', 'baggage locker', 'fuel station', 'gastroenterologist', 'hot air balloon tour agency'];[0.4230380654335022, 0.2934972941875458, 0.2637564539909363, 0.2591966986656189, 0.2555773854255676, 0.2539937496185303, 0.2529650926589966, 0.25082260370254517, 0.24869844317436218, 0.2414959967136383];chemicals gasses manufacturer;A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures;business professional services > chemicals gasses manufacturer;chemicals gasses manufacturer;1;1;1;1;man made;man made > man made
goods conveyor;man made > man made > goods conveyor;A conveyor system for transporting materials;['shipping freight material transportation service', 'travel transportation', 'transportation service', 'industrial equipment supplier', 'wholesaler', 'train', 'packaging supply store', 'rubber supplier', 'platform', 'warehouse wholesale store'];[0.49037641286849976, 0.39111262559890747, 0.35792165994644165, 0.35461652278900146, 0.35131433606147766, 0.3450065851211548, 0.34153974056243896, 0.3413141965866089, 0.33991146087646484, 0.32928720116615295];shipping freight material transportation service;A conveyor system for transporting materials;business professional services > shipping freight material transportation service;shipping freight material transportation service;1;1;1;1;man made;man made > man made
groyne;man made > man made > groyne;A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.;['river', 'reservoir', 'canal', 'rafting spot', 'dam', 'waterfront', 'rafting outfitter', 'waterfall', 'sailing club', 'harbor marina'];[0.3776956796646118, 0.2973552346229553, 0.28512364625930786, 0.2848517894744873, 0.28078436851501465, 0.28069064021110535, 0.2792662978172302, 0.2696909010410309, 0.26731088757514954, 0.26062971353530884];dam;A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.;landmarks outdoors > dam;dam;1;1;0;1;man made;man made > man made
guard stone;man made > man made > guard stone;A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.;['city hall', 'doors windows contractor', 'historic protected site', 'law enforcement public safety', 'residential building', 'police station', 'fence contractor', 'deck patio contractor', 'canal lock', 'capitol building'];[0.31379932165145874, 0.26804259419441223, 0.266194224357605, 0.25936004519462585, 0.24300524592399597, 0.24235276877880096, 0.23463162779808044, 0.23391422629356384, 0.22580136358737946, 0.2247602939605713];historic protected site;A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.;community government;community government;0;0;0;0;man made;man made > man made
kiln;man made > man made > kiln;A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting.;['heating ventilating air conditioning contractor', 'hotpot restaurant', 'distillery', 'chemicals gasses manufacturer', 'korean bbq restaurant', 'welding service', 'sauna', 'coffee roaster', 'gastropub', 'metals supplier'];[0.25448328256607056, 0.22570988535881042, 0.22236105799674988, 0.21395939588546753, 0.20315921306610107, 0.20311036705970764, 0.18966245651245117, 0.18853260576725006, 0.18611052632331848, 0.18563580513000488];chemicals gasses manufacturer;A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting.;community government;community government;0;0;0;0;man made;man made > man made
lighthouse;man made > man made > lighthouse;Tower that emits light to serve as a navigational aid at sea or on inland waterway;['lighthouse', 'light rail station', 'pier', 'boat launch', 'harbor marina', 'canal', 'waterfront', 'marine terminal', 'sailing club', 'fountain'];[0.5116940140724182, 0.3480319380760193, 0.34552037715911865, 0.3163824677467346, 0.3066086173057556, 0.2930585741996765, 0.2902557849884033, 0.2833493947982788, 0.2597869038581848, 0.2580718398094177];lighthouse;Tower that emits light to serve as a navigational aid at sea or on inland waterway;landmarks outdoors > lighthouse;lighthouse;1;1;1;1;man made;man made > man made
mast;man made > man made > mast;A mast is a vertical structure built to hold, for example, antennas.;['batting cages', 'roof deck', 'capitol building', 'framing store', 'boat launch', 'roofer', 'tram station', 'windmill', 'lighthouse', 'structure'];[0.24993765354156494, 0.24346566200256348, 0.23300224542617798, 0.22718602418899536, 0.22033976018428802, 0.21402055025100708, 0.2123441994190216, 0.21144738793373108, 0.1980951875448227, 0.195778489112854];structure;A mast is a vertical structure built to hold, for example, antennas.;community government;community government;0;0;0;0;man made;man made > man made
mineshaft;man made > man made > mineshaft;A vertical tunnel into a mine where minerals are extracted.;['tunnel', 'cave', 'metals supplier', 'rock climbing spot', 'geological service', 'petroleum supplier', 'dam', 'reservoir', 'farm', 'well'];[0.4196329712867737, 0.29712024331092834, 0.2869309186935425, 0.26316237449645996, 0.2512463629245758, 0.2376868575811386, 0.23403221368789673, 0.22604766488075256, 0.21797789633274078, 0.2160431444644928];tunnel;A vertical tunnel into a mine where minerals are extracted.;business professional services > geological service;geological service;0;1;0;1;man made;man made > man made
monitoring station;man made > man made > monitoring station;A station that monitors something.;['radio station', 'vehicle inspection station', 'home inspection', 'research station', 'metro station', 'tv station', 'observatory', 'light rail station', 'scientific equipment supplier', 'radiologist'];[0.28009235858917236, 0.2783409059047699, 0.2670240104198456, 0.2659582793712616, 0.26065611839294434, 0.25925159454345703, 0.2570495307445526, 0.25515294075012207, 0.24694082140922546, 0.24031752347946167];research station;A station that monitors something.;business professional services;business professional services;0;0;0;0;man made;man made > man made
