OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
swimming pool;leisure > swimming pool;A swimming pool (water area only).;['swimming pool', 'swimming club', 'gym pool', 'bathing area', 'hotel pool', 'water park', 'water sports', 'swimming', 'swimming pool supply store', 'swimming pool maintenance service'];[0.7599915266036987, 0.726667046546936, 0.7202631235122681, 0.7112390995025635, 0.6975045800209045, 0.6392354965209961, 0.586095929145813, 0.5855973958969116, 0.5844331979751587, 0.5811817646026611];swimming pool;A swimming pool (water area only).;sports recreation > water sports > swimming > swimming pool;swimming pool;1;1;leisure;leisure > swimming pool
track;leisure > track;A track for running, cycling and other non-motorised racing such as horses, greyhounds.;['race track', 'racecourse', 'track', 'running track', 'ski trail', 'college track', 'running club', 'dog park', 'equestrian facility', 'stable'];[0.6845055818557739, 0.6162897348403931, 0.5859746932983398, 0.5830948948860168, 0.47265660762786865, 0.46969860792160034, 0.45769110321998596, 0.44927215576171875, 0.4112147390842438, 0.3994550108909607];track;A track for running, cycling and other non-motorised racing such as horses, greyhounds.;sports recreation > running track > track;track;1;1;leisure;leisure > track
water park;leisure > water park;An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.;['water park', 'amusement park', 'water sports', 'swimming pool', 'bathing area', 'swimming club', 'park', 'swimming', 'waterfront', 'surfing'];[0.7393101453781128, 0.6241966485977173, 0.5930026769638062, 0.5850982666015625, 0.57100510597229, 0.5657994747161865, 0.5630289316177368, 0.545012354850769, 0.542284369468689, 0.537399411201477];water park;An amusement park with features like water slides, recreational pools (e.g. wave pools) or lazy rivers.;arts entertainment > water park;water park;1;1;leisure;leisure > water park
adit;man made > man made > adit;A type of entrance to an underground mine which is horizontal or nearly horizontal.;['cave', 'well', 'tunnel', 'rock climbing spot', 'metro station', 'structure', 'dam', 'hill', 'mountain', 'volcano'];[0.4389735758304596, 0.403142511844635, 0.38749873638153076, 0.34152689576148987, 0.29131656885147095, 0.2798274755477905, 0.2712302505970001, 0.2645866870880127, 0.2586560845375061, 0.2519182562828064];tunnel;A type of entrance to an underground mine which is horizontal or nearly horizontal.;landmarks outdoors > tunnel;tunnel;1;1;man made;man made > man made
beacon;man made > man made > beacon;A structure for signalling on land and sea;['lighthouse', 'tunnel', 'boat launch', 'island', 'canal lock', 'surf spot', 'bay', 'pier', 'canal', 'harbor marina'];[0.5169620513916016, 0.43734341859817505, 0.40655747056007385, 0.38400042057037354, 0.36641740798950195, 0.3542434573173523, 0.3352249562740326, 0.33473798632621765, 0.33164817094802856, 0.3196401000022888];lighthouse;A structure for signalling on land and sea;landmarks outdoors > lighthouse;lighthouse;1;1;man made;man made > man made
breakwater;man made > man made > breakwater;A man-made structure designed to protect a shore or harbour from the sea and waves.;['pier', 'swimming pool', 'tunnel', 'harbor marina', 'lighthouse', 'bridge', 'sailing club', 'canal lock', 'boat launch', 'floating market'];[0.40856945514678955, 0.39152276515960693, 0.3911842703819275, 0.36822205781936646, 0.3567732572555542, 0.3489706516265869, 0.34582653641700745, 0.34286606311798096, 0.34126007556915283, 0.3406594395637512];harbor marina;A man-made structure designed to protect a shore or harbour from the sea and waves.;landmarks outdoors > harbor marina;harbor marina;1;1;man made;man made > man made
bridge;man made > man made > bridge;The outline of a bridge, grouping together all features for that bridge.;['bridge', 'toll booth', 'housing development', 'swimming pool', 'structure', 'factory', 'residential building', 'tunnel', 'dam', 'construction'];[0.5655122399330139, 0.4017947316169739, 0.353020578622818, 0.33478838205337524, 0.3319495916366577, 0.3224910497665405, 0.29198718070983887, 0.2900899648666382, 0.28885766863822937, 0.282755047082901];bridge;The outline of a bridge, grouping together all features for that bridge.;landmarks outdoors > bridge;bridge;1;1;man made;man made > man made
bunker silo;man made > man made > bunker silo;An open-sided structure without a roof that can be used with vehicles to fill and empty them;['cave', 'structure', 'housing development', 'well', 'factory', 'swimming pool', 'bridge', 'residential building', 'picnic shelter', 'hill'];[0.3826249837875366, 0.3737054169178009, 0.28693512082099915, 0.27607274055480957, 0.26387476921081543, 0.25790247321128845, 0.2531946897506714, 0.2517755329608917, 0.24865993857383728, 0.24721631407737732];structure;An open-sided structure without a roof that can be used with vehicles to fill and empty them;landmarks outdoors;landmarks outdoors;0;1;man made;man made > man made
carpet hanger;man made > man made > carpet hanger;A construction to hang carpets for cleaning with the help of carpet beaters.;['carpet flooring contractor', 'carpet store', 'factory', 'chimney sweep', 'upholstery service', 'interior designer', 'hardware store', 'plumber', 'construction supplies store', 'mens store'];[0.5044323801994324, 0.4273238778114319, 0.2939963936805725, 0.27869653701782227, 0.2755642235279083, 0.2749078869819641, 0.2611505091190338, 0.2549744248390198, 0.252221941947937, 0.23708435893058777];carpet flooring contractor;A construction to hang carpets for cleaning with the help of carpet beaters.;business professional services > home improvement service > professional cleaning service;professional cleaning service;0;0;man made;man made > man made
chimney;man made > man made > chimney;A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories.;['volcano', 'chemicals gasses manufacturer', 'chimney sweep', 'smoke shop', 'hookah bar', 'tobacco store', 'smog check shop', 'heating ventilating air conditioning contractor', 'fire station', 'petroleum supplier'];[0.4016247093677521, 0.3519039750099182, 0.3446331322193146, 0.32776471972465515, 0.31305551528930664, 0.30889856815338135, 0.29750579595565796, 0.28824687004089355, 0.2649255394935608, 0.2394769787788391];chemicals gasses manufacturer;A tall distinctive vertical conduit for venting hot gases or smoke, normally found near power stations or large factories.;community government;community government;0;0;man made;man made > man made
column;man made > man made > column;A column used to support a structure or for decoration.;['deck patio contractor', 'platform', 'factory', 'structure', 'soccer field', 'framing store', 'engineer', 'football field', 'swimming pool', 'baseball field'];[0.3318270146846771, 0.33041587471961975, 0.3285764455795288, 0.3087257146835327, 0.30405914783477783, 0.3030593991279602, 0.29252174496650696, 0.2924126088619232, 0.2894698977470398, 0.28260892629623413];structure;A column used to support a structure or for decoration.;landmarks outdoors > structure;structure;1;1;man made;man made > man made
communications tower;man made > man made > communications tower;A huge tower for transmitting radio applications;['radio station', 'college communications building', 'factory', 'palace', 'lighthouse', 'tv station', 'shopping mall', 'castle', 'roof deck', 'metro station'];[0.3491763472557068, 0.28022435307502747, 0.2762187123298645, 0.26541998982429504, 0.2583622634410858, 0.24587421119213104, 0.23724858462810516, 0.23477451503276825, 0.2341340333223343, 0.22871224582195282];radio station;A huge tower for transmitting radio applications;business professional services > telecommunication service;telecommunication service;0;0;man made;man made > man made
crane;man made > man made > crane;A stationary, permanent crane.;['factory', 'windmill', 'engineer', 'machine shop', 'plane', 'construction supplies store', 'heliport', 'structure', 'pier', 'equipment rental service'];[0.3567931652069092, 0.32762593030929565, 0.26803624629974365, 0.26709648966789246, 0.25825825333595276, 0.2530134916305542, 0.24494799971580505, 0.24009209871292114, 0.2307881861925125, 0.22610138356685638];structure;A stationary, permanent crane.;business professional services > industrial equipment supplier;industrial equipment supplier;0;0;man made;man made > man made
cross;man made > man made > cross;Cross, especially one with little historical value;['border crossing', 'intersection', 'monument', 'antique store', 'bridge', 'historic protected site', 'landmarks outdoors', 'cable car', 'tunnel', 'memorial site'];[0.29218772053718567, 0.2723914384841919, 0.26604801416397095, 0.24327434599399567, 0.24098771810531616, 0.2395334243774414, 0.23113557696342468, 0.22511696815490723, 0.21851302683353424, 0.19894418120384216];monument;Cross, especially one with little historical value;landmarks outdoors > historic protected site;historic protected site;0;0;man made;man made > man made
cutline;man made > man made > cutline;A straight line cut in a forest.;['logging service', 'forest', 'carpenter', 'agriculture forestry service', 'tree service', 'fence contractor', 'tree', 'hiking trail', 'construction', 'factory'];[0.3981513977050781, 0.33385372161865234, 0.2848537862300873, 0.27838683128356934, 0.2741888463497162, 0.26100242137908936, 0.2578553259372711, 0.24878408014774323, 0.24366584420204163, 0.22674262523651123];forest;A straight line cut in a forest.;business professional services > logging service;logging service;0;0;man made;man made > man made
clearcut;man made > man made > clearcut;An area where all trees have been uniformly cut down.;['forest', 'logging service', 'tree service', 'tree', 'carpenter', 'agriculture forestry service', 'fence contractor', 'plastic surgeon', 'carpet flooring contractor', 'machine shop'];[0.40758925676345825, 0.3879852890968323, 0.3275796175003052, 0.31515049934387207, 0.27290409803390503, 0.23918747901916504, 0.23591357469558716, 0.2154024839401245, 0.21478724479675293, 0.21055206656455994];logging service;An area where all trees have been uniformly cut down.;landmarks outdoors > forest;forest;0;0;man made;man made > man made
dovecote;man made > man made > dovecote;A place where doves are farmed or stored.;['market', 'floating market', 'factory', 'antique store', 'meadery', 'flea market', 'herbs spices store', 'dive store', 'post office', 'marketplace'];[0.3053671717643738, 0.29434919357299805, 0.2859216332435608, 0.2840040624141693, 0.27905118465423584, 0.2663287818431854, 0.260342538356781, 0.258716344833374, 0.2561190128326416, 0.25454193353652954];marketplace;A place where doves are farmed or stored.;landmarks outdoors > farm;farm;0;0;man made;man made > man made
dyke;man made > man made > dyke;An embankment built to restrict the flow of water or other liquids;['dam', 'bridge', 'well', 'waterfall', 'tunnel', 'water treatment service', 'swimming pool', 'sewer contractor', 'reservoir', 'canal'];[0.49513691663742065, 0.3597234785556793, 0.3489474058151245, 0.3454211354255676, 0.33523982763290405, 0.3033003807067871, 0.30023664236068726, 0.25593018531799316, 0.2558019757270813, 0.25267094373703003];dam;An embankment built to restrict the flow of water or other liquids;landmarks outdoors > dam;dam;1;1;man made;man made > man made
embankment;man made > man made > embankment;An artificial steep slope. Lower side to right (arrows side).;['waterfall', 'hill', 'hiking trail', 'bridge', 'rock climbing spot', 'dam', 'well', 'canal', 'tunnel', 'platform'];[0.32711535692214966, 0.2948158383369446, 0.2799525558948517, 0.26844802498817444, 0.26573485136032104, 0.259362131357193, 0.23456981778144836, 0.2038407176733017, 0.2030361294746399, 0.19850873947143555];dam;An artificial steep slope. Lower side to right (arrows side).;landmarks outdoors;landmarks outdoors;0;1;man made;man made > man made
flagpole;man made > man made > flagpole;A long pole built to hold a flag;['monument', 'structure', 'historic protected site', 'windmill', 'landmarks outdoors', 'lighthouse', 'park', 'national park', 'factory', 'baseball field'];[0.28943097591400146, 0.2741156220436096, 0.24081546068191528, 0.2270072102546692, 0.22508591413497925, 0.21942509710788727, 0.2184145152568817, 0.2181001752614975, 0.21637284755706787, 0.21084880828857422];structure;A long pole built to hold a flag;community government > government building;government building;0;0;man made;man made > man made
gasometer;man made > man made > gasometer;A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures;['chemicals gasses manufacturer', 'utility company', 'fuel station', 'refrigeration ice supplier', 'food beverage retail', 'blood bank', 'hot air balloon tour agency', 'molecular gastronomy restaurant', 'smog check shop', 'plumber'];[0.4494946599006653, 0.2953762710094452, 0.28982263803482056, 0.24004359543323517, 0.23441378772258759, 0.2300548404455185, 0.22540798783302307, 0.22510775923728943, 0.22445902228355408, 0.22348356246948242];chemicals gasses manufacturer;A large container in which natural gas or town gas is stored near atmospheric pressure at ambient temperatures;business professional services > chemicals gasses manufacturer;chemicals gasses manufacturer;1;1;man made;man made > man made
goods conveyor;man made > man made > goods conveyor;A conveyor system for transporting materials;['transportation service', 'boat ferry', 'shipping freight material transportation service', 'train', 'packaging supply store', 'travel transportation', 'mover', 'construction supplies store', 'manufacturer', 'mens store'];[0.5086443424224854, 0.4973204731941223, 0.4953702986240387, 0.4678204655647278, 0.46337753534317017, 0.452042818069458, 0.43053627014160156, 0.42174288630485535, 0.4127793610095978, 0.40755438804626465];shipping freight material transportation service;A conveyor system for transporting materials;business professional services > shipping freight material transportation service;shipping freight material transportation service;1;1;man made;man made > man made
groyne;man made > man made > groyne;A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.;['dam', 'waterfall', 'bridge', 'swimming pool', 'river', 'pier', 'canal', 'rafting outfitter', 'canal lock', 'swimming'];[0.4398515820503235, 0.42249181866645813, 0.41287586092948914, 0.4044625163078308, 0.39667394757270813, 0.363516628742218, 0.35439592599868774, 0.35314276814460754, 0.33290335536003113, 0.3262569308280945];pier;A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment.;landmarks outdoors > dam;dam;0;0;man made;man made > man made
guard stone;man made > man made > guard stone;A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.;['bridge', 'city hall', 'construction', 'factory', 'fence contractor', 'structure', 'street art', 'deck patio contractor', 'interior designer', 'engineer'];[0.2970006465911865, 0.28825563192367554, 0.28725600242614746, 0.2810746431350708, 0.2785499691963196, 0.27616816759109497, 0.2699362635612488, 0.26817959547042847, 0.2637345790863037, 0.25441426038742065];structure;A guard stone: a stone built onto or into the corner of a building or wall to prevent carriages from damaging the structure, often found on either side of an entrance to a laneway, or alongside a wall to protect it.;community government;community government;0;0;man made;man made > man made
kiln;man made > man made > kiln;A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting.;['chemicals gasses manufacturer', 'sauna', 'volcano', 'manufacturer', 'grilled meat restaurant', 'factory', 'machine shop', 'sukiyaki restaurant', 'water treatment service', 'meadery'];[0.31503862142562866, 0.2911831736564636, 0.28469765186309814, 0.2788159251213074, 0.2715400457382202, 0.27024272084236145, 0.2680867314338684, 0.26736563444137573, 0.2545357644557953, 0.2498074471950531];manufacturer;A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting.;community government;community government;0;0;man made;man made > man made
lighthouse;man made > man made > lighthouse;Tower that emits light to serve as a navigational aid at sea or on inland waterway;['lighthouse', 'pier', 'tunnel', 'boat launch', 'canal', 'harbor marina', 'canal lock', 'island', 'boat ferry', 'structure'];[0.6664447784423828, 0.3808292746543884, 0.37456583976745605, 0.3615965247154236, 0.3532329797744751, 0.32957273721694946, 0.30873677134513855, 0.29817864298820496, 0.286022424697876, 0.27150672674179077];lighthouse;Tower that emits light to serve as a navigational aid at sea or on inland waterway;landmarks outdoors > lighthouse;lighthouse;1;1;man made;man made > man made
mast;man made > man made > mast;A mast is a vertical structure built to hold, for example, antennas.;['pier', 'factory', 'structure', 'windmill', 'residential building', 'engineer', 'radio station', 'deck patio contractor', 'climbing gym', 'lighthouse'];[0.3103979229927063, 0.30220523476600647, 0.2947794198989868, 0.27132588624954224, 0.2593265175819397, 0.2536033093929291, 0.24668845534324646, 0.23699775338172913, 0.22127395868301392, 0.21803969144821167];structure;A mast is a vertical structure built to hold, for example, antennas.;community government;community government;0;0;man made;man made > man made
mineshaft;man made > man made > mineshaft;A vertical tunnel into a mine where minerals are extracted.;['tunnel', 'cave', 'well', 'geological service', 'metals supplier', 'rock climbing spot', 'dam', 'factory', 'construction supplies store', 'machine shop'];[0.42220425605773926, 0.39544031023979187, 0.3819376230239868, 0.32499974966049194, 0.29850807785987854, 0.2900289297103882, 0.2674098610877991, 0.2595374584197998, 0.2587352991104126, 0.2558479905128479];geological service;A vertical tunnel into a mine where minerals are extracted.;business professional services > geological service;geological service;1;1;man made;man made > man made
monitoring station;man made > man made > monitoring station;A station that monitors something.;['radio station', 'tv station', 'research station', 'research laboratory', 'observatory', 'laboratory', 'scientific equipment supplier', 'factory', 'vehicle inspection station', 'electrical equipment supplier'];[0.34332025051116943, 0.32921621203422546, 0.3087772727012634, 0.3067949712276459, 0.2888672947883606, 0.2842598855495453, 0.2770123779773712, 0.2619841396808624, 0.2615486979484558, 0.25249314308166504];research station;A station that monitors something.;business professional services;business professional services;0;1;man made;man made > man made
obelisk;man made > man made > obelisk;Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.;['monument', 'sculpture garden', 'landmarks outdoors', 'structure', 'rock climbing spot', 'waterfall', 'palace', 'hill', 'mountain', 'canal'];[0.45926302671432495, 0.32620567083358765, 0.2945576608181, 0.291108101606369, 0.27652397751808167, 0.2708861529827118, 0.2682346701622009, 0.2662402093410492, 0.25618258118629456, 0.2383316457271576];monument;Tall, narrow, four-sided, tapered monument which usually ends in a pyramid-like shape at the top.;landmarks outdoors > monument;monument;1;1;man made;man made > man made
observatory;man made > man made > observatory;Observatory: a location used for observing terrestrial or celestial events.;['observatory', 'planetarium', 'psychic astrologer', 'convention center', 'monument', 'scientific equipment supplier', 'research laboratory', 'outdoor event space', 'landmarks outdoors', 'roof deck'];[0.6904746294021606, 0.3860483169555664, 0.299625426530838, 0.2861679494380951, 0.28585749864578247, 0.27731573581695557, 0.2724844515323639, 0.26725929975509644, 0.2669205069541931, 0.2433222085237503];observatory;Observatory: a location used for observing terrestrial or celestial events.;community government > observatory;observatory;1;1;man made;man made > man made
offshore platform;man made > man made > offshore platform;Offshore platform, oil platform or offshore drilling rig;['petroleum supplier', 'factory', 'pier', 'deck patio contractor', 'floating market', 'tunnel', 'plastics supplier', 'platform', 'industrial equipment supplier', 'engineer'];[0.3736957311630249, 0.31056272983551025, 0.28066912293434143, 0.27536073327064514, 0.2637110948562622, 0.2596423029899597, 0.2526417076587677, 0.2515559792518616, 0.24797683954238892, 0.24779745936393738];platform;Offshore platform, oil platform or offshore drilling rig;business professional services > petroleum supplier;petroleum supplier;0;0;man made;man made > man made
petroleum well;man made > man made > petroleum well;A hole bored in the earth, designed to bring petroleum oil or gas to the surface;['petroleum supplier', 'chemicals gasses manufacturer', 'geological service', 'utility company', 'well', 'volcano', 'plumber', 'fuel station', 'tunnel', 'cave'];[0.4499529004096985, 0.3856339454650879, 0.3020612597465515, 0.2639775276184082, 0.26101964712142944, 0.25044190883636475, 0.24804627895355225, 0.24498119950294495, 0.23857468366622925, 0.23312300443649292];well;A hole bored in the earth, designed to bring petroleum oil or gas to the surface;business professional services > petroleum supplier;petroleum supplier;0;0;man made;man made > man made
pier;man made > man made > pier;A pier is a raised walkway over water, supported by widely spread piles or pillars.;['pier', 'well', 'swimming pool', 'harbor marina', 'tunnel', 'marine terminal', 'deck patio contractor', 'bridge', 'structure', 'lighthouse'];[0.5616894960403442, 0.38350799679756165, 0.36919963359832764, 0.36843085289001465, 0.34243765473365784, 0.34216076135635376, 0.3228890895843506, 0.32254916429519653, 0.31471699476242065, 0.3092765808105469];pier;A pier is a raised walkway over water, supported by widely spread piles or pillars.;travel transportation > pier;pier;1;1;man made;man made > man made
pipeline;man made > man made > pipeline;A major pipeline carrying gas, water, oil, etc.;['plumber', 'petroleum supplier', 'chemicals gasses manufacturer', 'utility company', 'factory', 'sewer contractor', 'construction', 'construction supplies store', 'plastics supplier', 'water treatment service'];[0.4309060573577881, 0.4200616478919983, 0.38876742124557495, 0.3668881058692932, 0.363525390625, 0.36042875051498413, 0.34938845038414, 0.32301878929138184, 0.29494887590408325, 0.29416629672050476];utility company;A major pipeline carrying gas, water, oil, etc.;business professional services;business professional services;0;0;man made;man made > man made
reservoir covered;man made > man made > reservoir covered;A covered reservoir is a large man-made tank for holding fresh water;['reservoir', 'swimming pool', 'dam', 'water treatment service', 'floating market', 'well', 'utility company', 'lake', 'water park', 'fishing area'];[0.5244513750076294, 0.432934045791626, 0.38535380363464355, 0.3715817332267761, 0.29654189944267273, 0.2952728569507599, 0.29225867986679077, 0.27391403913497925, 0.25183600187301636, 0.2447199523448944];reservoir;A covered reservoir is a large man-made tank for holding fresh water;landmarks outdoors > reservoir;reservoir;1;1;man made;man made > man made
sewer vent;man made > man made > sewer vent;Used to map sewer vent pipes.;['sewer contractor', 'plumber', 'tunnel', 'bathroom contractor', 'heating ventilating air conditioning contractor', 'canal', 'bridge', 'boat ferry', 'cave', 'chemicals gasses manufacturer'];[0.3988310396671295, 0.38580673933029175, 0.3504774570465088, 0.2616599202156067, 0.2605511546134949, 0.2597734034061432, 0.25570446252822876, 0.24839937686920166, 0.24824605882167816, 0.248008131980896];tunnel;Used to map sewer vent pipes.;business professional services > home improvement service > sewer contractor;sewer contractor;0;0;man made;man made > man made
silo;man made > man made > silo;A storage container for bulk material, often grains such as corn or wheat.;['packaging supply store', 'kuruyemisci shop', 'factory', 'farmers market', 'distribution center', 'storage facility', 'plastics supplier', 'tursucu shop', 'bagel shop', 'manufacturer'];[0.3433407247066498, 0.31650733947753906, 0.28049296140670776, 0.26866838335990906, 0.2644140124320984, 0.2642746567726135, 0.2627914845943451, 0.2492644190788269, 0.24850024282932281, 0.2474117875099182];storage facility;A storage container for bulk material, often grains such as corn or wheat.;business professional services > storage facility;storage facility;1;1;man made;man made > man made
snow fence;man made > man made > snow fence;A fence-like structure built to redirect drifting snow.;['fence contractor', 'bridge', 'structure', 'dam', 'ski resort area', 'ski chalet', 'snow sports', 'ski trail', 'swimming pool', 'ski lodge'];[0.4266505241394043, 0.34617239236831665, 0.30198976397514343, 0.30002325773239136, 0.2828018367290497, 0.27559345960617065, 0.2749914526939392, 0.26097625494003296, 0.25790292024612427, 0.24868851900100708];structure;A fence-like structure built to redirect drifting snow.;business professional services > home improvement service > fence contractor;fence contractor;0;0;man made;man made > man made
snow net;man made > man made > snow net;A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches;['fence contractor', 'ski resort area', 'ski lodge', 'ski chairlift', 'ski trail', 'canal', 'bridge', 'snow sports', 'ski chalet', 'hockey field'];[0.38892391324043274, 0.3585364818572998, 0.3498515486717224, 0.3345414400100708, 0.32834145426750183, 0.31003931164741516, 0.3095884919166565, 0.30850982666015625, 0.29833871126174927, 0.2930517792701721];snow sports;A netting fence built across steep slopes to reduce risk and severity of (snow) avalanches;business professional services > home improvement service > fence contractor;fence contractor;0;0;man made;man made > man made
storage tank;man made > man made > storage tank;A container that holds liquids or compressed gases.;['baggage locker', 'storage facility', 'packaging supply store', 'distribution center', 'chemicals gasses manufacturer', 'food beverage retail', 'fuel station', 'luggage store', 'floating market', 'office supply store'];[0.4318522810935974, 0.4094822406768799, 0.4025397300720215, 0.38945454359054565, 0.32032328844070435, 0.31831198930740356, 0.31731826066970825, 0.3043101131916046, 0.2853432297706604, 0.2837163209915161];storage facility;A container that holds liquids or compressed gases.;business professional services > storage facility;storage facility;1;1;man made;man made > man made
street cabinet;man made > man made > street cabinet;A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.;['electrical equipment supplier', 'electrician', 'power plant', 'bathroom contractor', 'mover', 'home appliance store', 'industrial equipment supplier', 'lighting store', 'kitchen remodeler', 'utility company'];[0.5160834193229675, 0.4903261363506317, 0.4614201784133911, 0.4210735559463501, 0.4188610911369324, 0.4056049585342407, 0.404146671295166, 0.4030281901359558, 0.4006258249282837, 0.3796965479850769];utility company;A cabinet located in the street and hosting technical equipment to operate facilities such as electricity or street lights.;business professional services > electrical equipment supplier;electrical equipment supplier;0;0;man made;man made > man made
stupa;man made > man made > stupa;A Buddhist dome-shaped structure with a spire on top.;['buddhist temple', 'structure', 'temple', 'roof deck', 'rooftop bar', 'monastery', 'church', 'sikh temple', 'hindu temple', 'kingdom hall'];[0.4146241545677185, 0.41123056411743164, 0.3980327248573303, 0.3505716621875763, 0.3394749164581299, 0.3321228623390198, 0.321564257144928, 0.31769847869873047, 0.3174058198928833, 0.31272968649864197];buddhist temple;A Buddhist dome-shaped structure with a spire on top.;community government > spiritual center > buddhist temple;buddhist temple;1;1;man made;man made > man made
surveillance;man made > man made > surveillance;A surveillance camera or other type of surveillance equipment.;['camera store', 'factory', 'photography studio', 'hunting supply store', 'photographer', 'mens store', 'industrial equipment supplier', 'manufacturer', 'equipment rental service', 'machine shop'];[0.35112327337265015, 0.289956271648407, 0.2886686325073242, 0.28622910380363464, 0.28353649377822876, 0.2785134017467499, 0.27003201842308044, 0.2500219941139221, 0.24592196941375732, 0.23721078038215637];camera store;A surveillance camera or other type of surveillance equipment.;business professional services > security safety;security safety;0;0;man made;man made > man made
survey point;man made > man made > survey point;A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.;['structure', 'rock climbing spot', 'building land surveyor', 'mountain', 'monument', 'geological service', 'carpenter', 'landmarks outdoors', 'deck patio contractor', 'roofer'];[0.4021148085594177, 0.3522796034812927, 0.34960877895355225, 0.3326193690299988, 0.32173940539360046, 0.3127206563949585, 0.3112858533859253, 0.29940059781074524, 0.2906063199043274, 0.29035356640815735];structure;A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.;business professional services > geological service;geological service;0;0;man made;man made > man made
tailings pond;man made > man made > tailings pond;A body of liquid or slurry used to store byproducts of mining operations.;['floating market', 'water treatment service', 'reservoir', 'swimming pool supply store', 'boat ferry', 'fishing store', 'construction supplies store', 'chemicals gasses manufacturer', 'hardware store', 'swimming pool'];[0.3989068269729614, 0.3715740442276001, 0.3695153594017029, 0.3549070358276367, 0.35468029975891113, 0.35065698623657227, 0.3384585380554199, 0.3337249159812927, 0.32517457008361816, 0.3232610821723938];reservoir;A body of liquid or slurry used to store byproducts of mining operations.;business professional services > waste management service;waste management service;0;0;man made;man made > man made
telescope;man made > man made > telescope;Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves;['observatory', 'scientific equipment supplier', 'planetarium', 'research laboratory', 'radio station', 'science museum', 'laboratory', 'meadery', 'camera store', 'radiologist'];[0.5075602531433105, 0.3787396550178528, 0.3506871461868286, 0.2764780819416046, 0.26981502771377563, 0.26091697812080383, 0.25891417264938354, 0.24944540858268738, 0.2388553023338318, 0.23738470673561096];observatory;Telescope: an instrument that aids in the observation of remote objects by collecting light or radio waves;community government > observatory;observatory;1;1;man made;man made > man made
tower;man made > man made > tower;A tower is a free-standing structure which is higher than it is wide.;['structure', 'palace', 'factory', 'castle', 'monument', 'lighthouse', 'residential building', 'roof deck', 'engineer', 'rugby stadium'];[0.45238059759140015, 0.40882232785224915, 0.3597908616065979, 0.34756314754486084, 0.3423967957496643, 0.3099576234817505, 0.306784987449646, 0.2909211218357086, 0.28819581866264343, 0.27646610140800476];structure;A tower is a free-standing structure which is higher than it is wide.;community government;community government;0;0;man made;man made > man made
video wall;man made > man made > video wall;A digital screen, typically constructed out of smaller LED panels.;['framing store', 'film studio', 'multiplex', 'tv station', 'factory', 'art studio', 'soccer stadium', 'exhibit', 'science museum', 'audiovisual service'];[0.27902987599372864, 0.26856791973114014, 0.2603982090950012, 0.25948721170425415, 0.255140095949173, 0.23701953887939453, 0.2353687286376953, 0.2339533418416977, 0.23045995831489563, 0.2255706489086151];audiovisual service;A digital screen, typically constructed out of smaller LED panels.;business professional services > print tv radio outdoor advertising service;print tv radio outdoor advertising service;0;0;man made;man made > man made
wastewater plant;man made > man made > wastewater plant;A wastewater plant is a facility used to treat wastewater.;['water treatment service', 'sewer contractor', 'plumber', 'utility company', 'public bathroom', 'swimming pool', 'domestic abuse treatment center', 'recycling facility', 'canal', 'health medicine'];[0.5310677289962769, 0.4036060571670532, 0.36148157715797424, 0.3349722921848297, 0.3027992248535156, 0.293659508228302, 0.2888523042201996, 0.2852168083190918, 0.2678449749946594, 0.26442670822143555];water treatment service;A wastewater plant is a facility used to treat wastewater.;business professional services > water treatment service;water treatment service;1;1;man made;man made > man made
watermill;man made > man made > watermill;A mill driven by water power.;['utility company', 'water treatment service', 'windmill', 'swimming pool', 'power plant', 'reservoir', 'dam', 'floating market', 'hot spring', 'boat ferry'];[0.37249448895454407, 0.36144793033599854, 0.3240205645561218, 0.31076133251190186, 0.2845970392227173, 0.27607232332229614, 0.27597469091415405, 0.27523255348205566, 0.2728990912437439, 0.25899773836135864];power plant;A mill driven by water power.;landmarks outdoors;landmarks outdoors;0;0;man made;man made > man made
