OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
track;highway > cycleway > track;A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.;['bike trail', 'intersection', 'track', 'ski trail', 'bus line'];[0.3966771364212036, 0.39227360486984253, 0.39125531911849976, 0.3798024654388428, 0.3544251322746277];bike trail;A track provides a route that is separated from traffic. In the United States, this term is often used to refer to bike lanes that are separated from lanes for cars by pavement buffers, bollards, parking lanes, and curbs. Note that a cycle track may alternatively be drawn as a separate way next to the road which is tagged as highway=cycleway.;sports recreation > running track > track;track;0;0;highway;highway > cycleway
share busway;highway > cycleway > share busway;There is a bus lane that cyclists are permitted to use.;['charter bus', 'bike rental', 'bus line', 'bus stop', 'street'];[0.4613322615623474, 0.4454091191291809, 0.4367445111274719, 0.4303809106349945, 0.4196605086326599];street;There is a bus lane that cyclists are permitted to use.;travel transportation > transportation service > public transportation > bus line;bus line;0;0;highway;highway > cycleway
shared lane;highway > cycleway > shared lane;"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.";['road', 'intersection', 'bike trail', 'toll booth', 'transport hub'];[0.43530040979385376, 0.40625327825546265, 0.4012375473976135, 0.364010751247406, 0.35358524322509766];bike trail;"Cyclists share a lane with motor vehicles, there are markings reminding about this. In some places these markings are known as ""sharrows"" ('sharing arrows') and this is the tag to use for those.";travel transportation > road;road;0;0;highway;highway > cycleway
proposed;highway > lifecycle see also lifecycle prefixes > proposed;For planned roads, use with proposed=* and a value of the proposed highway value.;['street', 'toll plaza', 'road', 'construction', 'intersection'];[0.3904460072517395, 0.3672579526901245, 0.36288970708847046, 0.34691667556762695, 0.33977124094963074];construction;For planned roads, use with proposed=* and a value of the proposed highway value.;travel transportation > road;road;0;0;highway;highway > lifecycle see also lifecycle prefixes
construction;highway > lifecycle see also lifecycle prefixes > construction;For roads under construction. Use construction=* to hold the value for the completed road.;['construction', 'street', 'bridge', 'intersection', 'housing development'];[0.45797160267829895, 0.4084831178188324, 0.3831958770751953, 0.32590174674987793, 0.3198053240776062];construction;For roads under construction. Use construction=* to hold the value for the completed road.;travel transportation > road;road;0;0;highway;highway > lifecycle see also lifecycle prefixes
bus stop;highway > highway features > bus stop;A small bus stop. Optionally one may also use public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait.;['bus stop', 'rest area', 'bus line', 'truck stop', 'taxi stand'];[0.568960428237915, 0.5569302439689636, 0.549233078956604, 0.5445001125335693, 0.5243043899536133];bus stop;A small bus stop. Optionally one may also use public_transport=stop_position for the position where the vehicle stops and public_transport=platform for the place where passengers wait.;travel transportation > transport hub > bus stop;bus stop;1;1;highway;highway > highway features
crossing;highway > highway features > crossing;"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing";['road', 'intersection', 'pedestrian plaza', 'street', 'border crossing'];[0.5444070100784302, 0.49793171882629395, 0.47540271282196045, 0.4177597463130951, 0.41592836380004883];intersection;"A.k.a. crosswalk. Pedestrians can cross a street here; e.g., zebra crossing";travel transportation > road > intersection;intersection;1;1;highway;highway > highway features
cyclist waiting aid;highway > highway features > cyclist waiting aid;Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.;['taxi stand', 'travel lounge', 'road', 'rest area', 'platform'];[0.520605206489563, 0.49387678503990173, 0.44633519649505615, 0.44172346591949463, 0.4206302762031555];rest area;Street furniture for cyclists that are intended to make waiting at esp. traffic lights more comfortable.;travel transportation > street;street;0;0;highway;highway > highway features
elevator;highway > highway features > elevator;An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels.;['metro station', 'cable car', 'street', 'bus line', 'airport'];[0.45788395404815674, 0.4456180930137634, 0.41062742471694946, 0.4059925675392151, 0.4054938554763794];metro station;An elevator or lift, used to travel vertically, providing passenger and freight access between pathways at different floor levels.;travel transportation;travel transportation;0;1;highway;highway > highway features
emergency bay;highway > highway features > emergency bay;An area beside a highway where you can safely stop your car in case of breakdown or emergency.;['rest area', 'rescue service', 'street', 'emergency room', 'emergency service'];[0.3977988362312317, 0.36718350648880005, 0.3606935739517212, 0.35342979431152344, 0.35173797607421875];rest area;An area beside a highway where you can safely stop your car in case of breakdown or emergency.;travel transportation > road;road;0;0;highway;highway > highway features
emergency access point;highway > highway features > emergency access point;Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN. See also emergency=access_point;['ambulance service', 'emergency room', 'rescue service', 'emergency service', 'rest area'];[0.4100034832954407, 0.39431053400039673, 0.3796062469482422, 0.3695666491985321, 0.3354848623275757];emergency service;Sign number which can be used to define your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN. See also emergency=access_point;community government > government building > law enforcement public safety > rescue service;rescue service;0;0;highway;highway > highway features
give way;highway > highway features > give way;"A ""give way,"" or ""Yield"" sign";['bike trail', 'road', 'street', 'intersection', 'bridge'];[0.42972099781036377, 0.37570345401763916, 0.3470945358276367, 0.3423345386981964, 0.3305339813232422];road;"A ""give way,"" or ""Yield"" sign";travel transportation > road > intersection;intersection;0;0;highway;highway > highway features
phone;emergency > highway > phone;A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN;['emergency service', 'emergency room', 'ambulance service', 'rescue service', 'rental car location'];[0.38396507501602173, 0.3659089207649231, 0.35229456424713135, 0.3227408826351166, 0.2403731346130371];emergency service;A calling device can be used to tell on your current position in case of an emergency. Use with ref=NUMBER_ON_THE_SIGN;health medicine > emergency service;emergency service;1;1;emergency;emergency > highway
hitchhiking;highway > highway features > hitchhiking;Like a bus_stop but for free, uncertain, spontaneous rides with strangers.;['road', 'motel', 'parking', 'bus stop', 'pedestrian plaza'];[0.5426943302154541, 0.5101922154426575, 0.4484333097934723, 0.4295044243335724, 0.4201553463935852];bus stop;Like a bus_stop but for free, uncertain, spontaneous rides with strangers.;travel transportation > road;road;0;0;highway;highway > highway features
ladder;highway > highway features > ladder;A vertical or inclined set of steps or rungs intended for climbing or descending of a person with the help of hands.;['rock climbing spot', 'hiking trail', 'bike trail', 'road', 'hill'];[0.40169450640678406, 0.3804447054862976, 0.3617447018623352, 0.3603818416595459, 0.3594702482223511];rock climbing spot;A vertical or inclined set of steps or rungs intended for climbing or descending of a person with the help of hands.;travel transportation;travel transportation;0;0;highway;highway > highway features
milestone;highway > highway features > milestone;Highway location marker;['bike trail', 'pedestrian plaza', 'hiking trail', 'village', 'intersection'];[0.5501917004585266, 0.380903959274292, 0.37392857670783997, 0.36242228746414185, 0.35922014713287354];intersection;Highway location marker;travel transportation > road;road;0;1;highway;highway > highway features
mini roundabout;highway > highway features > mini roundabout;"Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island. In case of an untraversable center island, junction=roundabout should be used.
Rendered as anti-clockwise by default direction=anticlockwise. To render clockwise add the tag direction=clockwise.";['road', 'street', 'bike trail', 'transport hub', 'pedestrian plaza'];[0.36736735701560974, 0.36680805683135986, 0.3458546996116638, 0.33440518379211426, 0.32590192556381226];road;"Similar to roundabouts, but at the center there is either a painted circle or a fully traversable island. In case of an untraversable center island, junction=roundabout should be used.
Rendered as anti-clockwise by default direction=anticlockwise. To render clockwise add the tag direction=clockwise.";travel transportation > road;road;1;1;highway;highway > highway features
motorway junction;highway > highway features > motorway junction;Indicates a junction (UK) or exit (US). ref=* should be set to the exit number or junction identifier. (Some roads – e.g., the A14 – also carry junction numbers, so the tag may be encountered elsewhere despite its name);['intersection', 'taxi stand', 'bike trail', 'street', 'toll plaza'];[0.35381466150283813, 0.3342321813106537, 0.3276863396167755, 0.2986009418964386, 0.29661455750465393];intersection;Indicates a junction (UK) or exit (US). ref=* should be set to the exit number or junction identifier. (Some roads �?? e.g., the A14 �?? also carry junction numbers, so the tag may be encountered elsewhere despite its name);travel transportation > road > intersection;intersection;1;1;highway;highway > highway features
passing place;highway > highway features > passing place;The location of a passing space;['intersection', 'bike trail', 'pedestrian plaza', 'transport hub', 'toll plaza'];[0.5261983871459961, 0.472211092710495, 0.4648849070072174, 0.4610285758972168, 0.46025580167770386];intersection;The location of a passing space;travel transportation;travel transportation;0;1;highway;highway > highway features
platform;highway > highway features > platform;A platform at a bus stop or station.;['light rail station', 'bus line', 'intersection', 'tram station', 'truck stop'];[0.4956962466239929, 0.46599799394607544, 0.46122628450393677, 0.447335422039032, 0.4306827187538147];light rail station;A platform at a bus stop or station.;travel transportation > platform;platform;0;0;highway;highway > highway features
rest area;highway > highway features > rest area;Place where drivers can leave the road to rest, but not refuel.;['rest area', 'truck stop', 'motel', 'parking', 'travel lounge'];[0.716089129447937, 0.6064387559890747, 0.5090238451957703, 0.5022233128547668, 0.438873291015625];rest area;Place where drivers can leave the road to rest, but not refuel.;travel transportation > rest area;rest area;1;1;highway;highway > highway features
services;highway > highway features > services;A service station to get food and eat something, often found at motorways;['rest area', 'food beverage service', 'hotel', 'bus line', 'food truck'];[0.6102410554885864, 0.45756250619888306, 0.4514349102973938, 0.4343184232711792, 0.43050044775009155];rest area;A service station to get food and eat something, often found at motorways;travel transportation > rest area;rest area;1;1;highway;highway > highway features
speed camera;highway > highway features > speed camera;A fixed road-side or overhead speed camera.;['toll plaza', 'intersection', 'road', 'scenic lookout', 'bike trail'];[0.3657258152961731, 0.3639255166053772, 0.3419061303138733, 0.3309144079685211, 0.3265175521373749];road;A fixed road-side or overhead speed camera.;travel transportation > road;road;1;1;highway;highway > highway features
speed display;highway > highway features > speed display;A dynamic electronic sign that displays the speed of the passer-by motorist.;['road', 'driving school', 'vehicle inspection station', 'motel', 'truck stop'];[0.37624606490135193, 0.3053550720214844, 0.30512139201164246, 0.30153846740722656, 0.29989904165267944];road;A dynamic electronic sign that displays the speed of the passer-by motorist.;travel transportation > road;road;1;1;highway;highway > highway features
stop;highway > highway features > stop;A stop sign;['intersection', 'rest area', 'truck stop', 'bike trail', 'toll plaza'];[0.39339712262153625, 0.39115768671035767, 0.3832318186759949, 0.37859219312667847, 0.3469425439834595];intersection;A stop sign;travel transportation > road > intersection;intersection;1;1;highway;highway > highway features
street lamp;highway > highway features > street lamp;A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night;['street', 'road', 'motel', 'light rail station', 'cafe coffee tea house'];[0.41300779581069946, 0.3320789337158203, 0.3229541778564453, 0.30846107006073, 0.3043252229690552];street;A street light, lamppost, street lamp, light standard, or lamp standard is a raised source of light on the edge of a road, which is turned on or lit at a certain time every night;travel transportation > road;road;0;0;highway;highway > highway features
toll gantry;highway > highway features > toll gantry;A toll gantry is a gantry suspended over a way, usually a motorway, as part of a system of electronic toll collection. For a toll booth with any kind of barrier or booth see: barrier=toll_booth;['toll plaza', 'cable car', 'toll booth', 'bridge', 'taxi stand'];[0.4422149956226349, 0.38411545753479004, 0.3714349567890167, 0.3509087562561035, 0.3491378426551819];toll plaza;A toll gantry is a gantry suspended over a way, usually a motorway, as part of a system of electronic toll collection. For a toll booth with any kind of barrier or booth see: barrier=toll_booth;travel transportation > toll plaza;toll plaza;1;1;highway;highway > highway features
traffic mirror;highway > highway features > traffic mirror;Mirror that reflects the traffic on one road when direct view is blocked.;['intersection', 'toll plaza', 'street', 'toll booth', 'vehicle inspection station'];[0.38848716020584106, 0.377325177192688, 0.3723847568035126, 0.3279339671134949, 0.31640130281448364];intersection;Mirror that reflects the traffic on one road when direct view is blocked.;travel transportation > road;road;0;1;highway;highway > highway features
traffic signals;highway > highway features > traffic signals;Lights that control the traffic;['light rail station', 'intersection', 'toll plaza', 'road', 'truck stop'];[0.3803331255912781, 0.3623887896537781, 0.3589616119861603, 0.3572075366973877, 0.33511611819267273];intersection;Lights that control the traffic;travel transportation;travel transportation;0;1;highway;highway > highway features
trailhead;highway > highway features > trailhead;Designated place to start on a trail or route;['bike trail', 'hiking trail', 'ski trail', 'scenic lookout', 'mountain hut'];[0.6221908330917358, 0.5043524503707886, 0.45983076095581055, 0.39213553071022034, 0.3849506378173828];hiking trail;Designated place to start on a trail or route;sports recreation > running track > track;track;0;0;highway;highway > highway features
turning circle;highway > highway features > turning circle;A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac.;['street', 'toll plaza', 'road', 'bike trail', 'motel'];[0.4162508249282837, 0.3930894136428833, 0.3531728684902191, 0.3455754518508911, 0.33116352558135986];road;A turning circle is a rounded, widened area usually, but not necessarily, at the end of a road to facilitate easier turning of a vehicle. Also known as a cul de sac.;travel transportation > road;road;1;1;highway;highway > highway features
turning loop;highway > highway features > turning loop;A widened area of a highway with a non-traversable island for turning around, often circular and at the end of a road.;['motel', 'toll plaza', 'bike trail', 'hiking trail', 'rest area'];[0.36013007164001465, 0.3564532399177551, 0.3487210273742676, 0.3331219553947449, 0.33167099952697754];rest area;A widened area of a highway with a non-traversable island for turning around, often circular and at the end of a road.;travel transportation > road;road;0;0;highway;highway > highway features
aircraft;historic > aircraft;A decommissioned aircraft which generally remains in one place.;['airfield', 'historic protected site', 'museum', 'airport gate', 'history museum'];[0.37869176268577576, 0.34903502464294434, 0.34319573640823364, 0.3310023546218872, 0.3273337483406067];historic protected site;A decommissioned aircraft which generally remains in one place.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > aircraft
anchor;historic > anchor;A historic/retired anchor. Usually found in historic maritime areas.;['harbor marina', 'historic protected site', 'pier', 'tunnel', 'lighthouse'];[0.578967273235321, 0.5052855014801025, 0.46623143553733826, 0.44889554381370544, 0.4351819157600403];historic protected site;A historic/retired anchor. Usually found in historic maritime areas.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > anchor
aqueduct;historic > aqueduct;A historic structure to convey water;['canal', 'dam', 'well', 'reservoir', 'bridge'];[0.5407263040542603, 0.5200671553611755, 0.5132603645324707, 0.4984368085861206, 0.4830473065376282];canal;A historic structure to convey water;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > aqueduct
archaeological site;historic > archaeological site;A place in which evidence of past activity is preserved.;['historic protected site', 'history museum', 'museum', 'memorial site', 'landmarks outdoors'];[0.676184892654419, 0.5112775564193726, 0.5083406567573547, 0.4801160395145416, 0.4516606628894806];historic protected site;A place in which evidence of past activity is preserved.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > archaeological site
battlefield;historic > battlefield;The site of a battle or military skirmish in the past.;['historic protected site', 'memorial site', 'military', 'castle', 'football stadium'];[0.44896525144577026, 0.4317692518234253, 0.356268048286438, 0.35458603501319885, 0.3482684791088104];memorial site;The site of a battle or military skirmish in the past.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > battlefield
bomb crater;historic > bomb crater;A bomb crater;['volcano', 'monument', 'cave', 'historic protected site', 'dump'];[0.31275826692581177, 0.30225256085395813, 0.28775662183761597, 0.2560073733329773, 0.2558235228061676];historic protected site;A bomb crater;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > bomb crater
boundary stone;historic > boundary stone;A historic physical marker that identifies a boundary;['historic protected site', 'country', 'monument', 'bridge', 'island'];[0.456123948097229, 0.3991512656211853, 0.33329465985298157, 0.32564878463745117, 0.3201444447040558];historic protected site;A historic physical marker that identifies a boundary;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > boundary stone
building;historic > building;Unspecified historic building.;['castle', 'historic protected site', 'structure', 'palace', 'monument'];[0.5684221982955933, 0.5663851499557495, 0.552037239074707, 0.5079732537269592, 0.4617825746536255];historic protected site;Unspecified historic building.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > building
bullaun stone;historic > bullaun stone;A stone with one or more depressions;['cave', 'volcano', 'historic protected site', 'stable', 'speakeasy'];[0.3356720209121704, 0.2765654921531677, 0.2760237753391266, 0.23536336421966553, 0.23125800490379333];historic protected site;A stone with one or more depressions;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > bullaun stone
cannon;historic > cannon;A historic/retired cannon. Usually found on forts or battlefields.;['castle', 'gun range', 'military', 'historic protected site', 'boat launch'];[0.392977237701416, 0.3247750997543335, 0.31670844554901123, 0.28229957818984985, 0.2800542712211609];historic protected site;A historic/retired cannon. Usually found on forts or battlefields.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > cannon
castle;historic > castle;Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other.;['castle', 'palace', 'retirement home', 'kingdom hall', 'historic protected site'];[0.5607051849365234, 0.4062565565109253, 0.2578204274177551, 0.25530529022216797, 0.2547612488269806];castle;Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other.;landmarks outdoors > castle;castle;1;1;historic;historic > castle
castle wall;historic > castle wall;A fortification surrounding the bailey of a castle.;['castle', 'palace', 'historic protected site', 'dam', 'climbing gym'];[0.6595445871353149, 0.349643349647522, 0.30886733531951904, 0.2922874987125397, 0.2738235890865326];castle;A fortification surrounding the bailey of a castle.;landmarks outdoors > castle;castle;1;1;historic;historic > castle wall
cattle crush;historic > cattle crush;;['farm', 'stable', 'race track', 'event', 'historic protected site'];[0.447279155254364, 0.31259435415267944, 0.268113374710083, 0.25682997703552246, 0.24040710926055908];farm;;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > cattle crush
charcoal pile;historic > charcoal pile;Historic site of a charcoal pile. Often still in good condition in hilly forest areas.;['hill', 'volcano', 'forest', 'dump', 'mountain'];[0.4188437759876251, 0.4081263840198517, 0.403469055891037, 0.3896689713001251, 0.36703866720199585];hill;Historic site of a charcoal pile. Often still in good condition in hilly forest areas.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > charcoal pile
church;historic > church;A church with a historical value.;['church', 'historic protected site', 'monastery', 'kingdom hall', 'castle'];[0.5309545993804932, 0.4916755259037018, 0.37414878606796265, 0.3738267421722412, 0.3715400993824005];church;A church with a historical value.;community government > spiritual center > church;church;1;1;historic;historic > church
city gate;historic > city gate;A city gate within a city wall;['urban park', 'castle', 'neighborhood', 'city hall', 'historic protected site'];[0.4799783527851105, 0.4224633574485779, 0.4133947789669037, 0.397485613822937, 0.3906954526901245];historic protected site;A city gate within a city wall;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > city gate
citywalls;historic > citywalls;A citywall is a fortification used to defend a city.;['castle', 'historic protected site', 'dam', 'neighborhood', 'bridge'];[0.4634804129600525, 0.38170093297958374, 0.3404734134674072, 0.3225921094417572, 0.30455780029296875];historic protected site;A citywall is a fortification used to defend a city.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > citywalls
creamery;historic > creamery;A creamery is an industrial building where butter and sometimes cheese or ice-cream were made from milk. For rural communities, it also served as a social gathering point.;['ice cream parlor', 'malga', 'fondue restaurant', 'dairy store', 'cheese store'];[0.5261701345443726, 0.44657397270202637, 0.4387086033821106, 0.4355139136314392, 0.4349271059036255];ice cream parlor;A creamery is an industrial building where butter and sometimes cheese or ice-cream were made from milk. For rural communities, it also served as a social gathering point.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > creamery
district;historic > district;A designated historic district.;['town hall', 'historic protected site', 'neighborhood', 'village', 'castle'];[0.43096959590911865, 0.425407350063324, 0.4245418310165405, 0.4116273522377014, 0.38222700357437134];historic protected site;A designated historic district.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > district
epigraph;historic > epigraph;A historic inscription on an object;['historic protected site', 'monument', 'museum', 'history museum', 'antique store'];[0.43368470668792725, 0.411342054605484, 0.39612868428230286, 0.37148889899253845, 0.36962300539016724];historic protected site;A historic inscription on an object;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > epigraph
farm;historic > farm;A historical farm, kept in its original state.;['farm', 'historic protected site', 'antique store', 'village', 'castle'];[0.5889725685119629, 0.41228410601615906, 0.4115450978279114, 0.35994383692741394, 0.35950446128845215];farm;A historical farm, kept in its original state.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > farm
fort;historic > fort;A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence.;['castle', 'historic protected site', 'military base', 'palace', 'military'];[0.5953624248504639, 0.34040215611457825, 0.32348963618278503, 0.31853628158569336, 0.3177652955055237];military base;A military fort, a stand-alone defensive structure which differs from a castle in that there is no permanent residence.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > fort
gallows;historic > gallows;Remains of a gallows.;['historic protected site', 'antique store', 'cemetery', 'stable', 'memorial site'];[0.3143777549266815, 0.2795930504798889, 0.2724953889846802, 0.2491198182106018, 0.24829863011837006];historic protected site;Remains of a gallows.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > gallows
house;historic > house;A historic house.;['castle', 'home private', 'historic protected site', 'palace', 'retirement home'];[0.546783983707428, 0.48048803210258484, 0.46026283502578735, 0.45049241185188293, 0.42753809690475464];historic protected site;A historic house.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > house
high cross;historic > high cross;An early medieaval standing cross, richly decorated, often with a ring surrounding the crossing point.;['bridge', 'historic protected site', 'monument', 'rock climbing spot', 'garden'];[0.3745794892311096, 0.35859158635139465, 0.3466266393661499, 0.3352200984954834, 0.3326120972633362];monument;An early medieaval standing cross, richly decorated, often with a ring surrounding the crossing point.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > high cross
highwater mark;historic > highwater mark;A marker indicating a past flood or high water.;['historic protected site', 'memorial site', 'lake', 'reservoir', 'monument'];[0.4132004380226135, 0.3711288273334503, 0.3617226183414459, 0.3612755537033081, 0.35531091690063477];historic protected site;A marker indicating a past flood or high water.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > highwater mark
lavoir;historic > lavoir;A disused lavoir mapped for its historical value.;['historic protected site', 'history museum', 'museum', 'antique store', 'castle'];[0.4404914379119873, 0.327397882938385, 0.3244796097278595, 0.3197121024131775, 0.3190158009529114];historic protected site;A disused lavoir mapped for its historical value.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > lavoir
lime kiln;historic > lime kiln;Built structure which was used in the past to produce quicklime from limestone.;['cave', 'volcano', 'well', 'historic protected site', 'construction supplies store'];[0.4271543622016907, 0.36035919189453125, 0.3494316041469574, 0.34619665145874023, 0.30826854705810547];historic protected site;Built structure which was used in the past to produce quicklime from limestone.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > lime kiln
locomotive;historic > locomotive;A decommissioned locomotive which generally remains in one place;['train', 'historic protected site', 'public transportation', 'tram station', 'antique store'];[0.3990987539291382, 0.31665340065956116, 0.3095666766166687, 0.30670851469039917, 0.3057297468185425];historic protected site;A decommissioned locomotive which generally remains in one place;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > locomotive
machine;historic > machine;A historic machine.;['machine shop', 'antique store', 'engineer', 'science museum', 'automation control system'];[0.4248920679092407, 0.42448368668556213, 0.4035753607749939, 0.34838271141052246, 0.32477468252182007];science museum;A historic machine.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > machine
manor;historic > manor;Historic manors/mansions having different use today;['castle', 'palace', 'antique store', 'historic protected site', 'farm'];[0.48184409737586975, 0.3852258026599884, 0.3313591182231903, 0.3273482322692871, 0.31639617681503296];historic protected site;Historic manors/mansions having different use today;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > manor
memorial;historic > memorial;Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places.;['memorial site', 'cemetery', 'monument', 'historic protected site', 'animal shelter'];[0.7147459387779236, 0.5132879614830017, 0.5097956657409668, 0.48858529329299927, 0.3583638072013855];memorial site;Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places.;landmarks outdoors > memorial site;memorial site;1;1;historic;historic > memorial
milestone;historic > milestone;A historic marker that shows the distance to important destinations.;['historic protected site', 'memorial site', 'monument', 'bike trail', 'city'];[0.5741027593612671, 0.49536776542663574, 0.47318822145462036, 0.4708850383758545, 0.4232633113861084];historic protected site;A historic marker that shows the distance to important destinations.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > milestone
millstone;historic > millstone;A large round stone used for grinding grain or other materials.;['cave', 'antique store', 'machine shop', 'construction supplies store', 'arts crafts store'];[0.3267715573310852, 0.29748445749282837, 0.2796438932418823, 0.27287763357162476, 0.2384762167930603];antique store;A large round stone used for grinding grain or other materials.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > millstone
mine;historic > mine;Location of historic underground mine workings for minerals such as coal or lead.;['cave', 'rock climbing spot', 'well', 'volcano', 'historic protected site'];[0.591269850730896, 0.4521826505661011, 0.4477181136608124, 0.4243925213813782, 0.39110225439071655];historic protected site;Location of historic underground mine workings for minerals such as coal or lead.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > mine
minecart;historic > minecart;A cart used to transport coal or ore from a mine.;['boat ferry', 'antique store', 'train', 'cave', 'fuel station'];[0.4373962879180908, 0.3712390661239624, 0.36431390047073364, 0.32420217990875244, 0.3235475718975067];cave;A cart used to transport coal or ore from a mine.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > minecart
monastery;historic > monastery;Building/place that is a historically significant monastery.;['monastery', 'castle', 'historic protected site', 'palace', 'buddhist temple'];[0.6466866135597229, 0.5005015134811401, 0.46751439571380615, 0.41173112392425537, 0.4086051285266876];monastery;Building/place that is a historically significant monastery.;community government > spiritual center > monastery;monastery;1;1;historic;historic > monastery
monument;historic > monument;A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event.;['monument', 'memorial site', 'historic protected site', 'cemetery', 'history museum'];[0.7821593284606934, 0.7047549486160278, 0.5447260141372681, 0.4648367762565613, 0.4302090108394623];monument;A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event.;landmarks outdoors > monument;monument;1;1;historic;historic > monument
mosque;historic > mosque;A mosque with a historical and archaeological value.;['mosque', 'historic protected site', 'castle', 'monument', 'antique store'];[0.5276723504066467, 0.4618203639984131, 0.38838833570480347, 0.3397863507270813, 0.3360070586204529];mosque;A mosque with a historical and archaeological value.;community government > spiritual center > mosque;mosque;1;1;historic;historic > mosque
ogham stone;historic > ogham stone;A stone with an Ogham script on it. They are most commonly found in Ireland as free standing stones, lying on the ground, recycled in buildings such as churches or as artefacts in museums.;['historic protected site', 'museum', 'cave', 'kingdom hall', 'history museum'];[0.4051356315612793, 0.3897733688354492, 0.38318246603012085, 0.38248786330223083, 0.36878734827041626];historic protected site;A stone with an Ogham script on it. They are most commonly found in Ireland as free standing stones, lying on the ground, recycled in buildings such as churches or as artefacts in museums.;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > ogham stone
optical telegraph;historic > optical telegraph;Semaphore system;['lighthouse', 'light rail station', 'laser tag center', 'eyecare store', 'geological service'];[0.3150312304496765, 0.2769095301628113, 0.19743351638317108, 0.18988361954689026, 0.1877540647983551];lighthouse;Semaphore system;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > optical telegraph
pa;historic > pa;A New Zealand Maori Pā;['historic protected site', 'island', 'village', 'castle', 'monastery'];[0.34027957916259766, 0.3164277672767639, 0.30244308710098267, 0.2915579676628113, 0.2735294699668884];historic protected site;A New Zealand Maori P�?;landmarks outdoors > historic protected site;historic protected site;1;1;historic;historic > pa
pillory;historic > pillory;A pillory.;['event', 'antique store', 'line', 'memorial site', 'monument'];[0.23702669143676758, 0.2237931191921234, 0.22071674466133118, 0.18757417798042297, 0.1810995191335678];monument;A pillory.;landmarks outdoors > historic protected site;historic protected site;0;0;historic;historic > pillory
